video_id,comment
2YHfX7PzVNM,Terus cara aku nonton gimnaaaa
2YHfX7PzVNM,"Usul kalau daftar sosmed pakai nik, jadi orang umur 17 tahun bisa bikin account sosmed"
2YHfX7PzVNM,"Kasihan emak-emak zaman sekarang, saking magernya ngedidik anak, sampe minta tolong pemerintah konoha buat jadi satpam digital. Kursus parenting dulu yuk, Bu, gratis kok di YouTube (sebelum dilarang pemerintah)."
2YHfX7PzVNM,Besok nih? Beneran nih?
2YHfX7PzVNM,"Omon-omon doang, pembatasan itu dr sikap orang tua langsung"
2YHfX7PzVNM,Iya telat kita nih<br>Wong china yang punya tiktok saya harus 17 plus baru boleh medsos
2YHfX7PzVNM,YAPING HP KAN BISA LIHAT KONTEN EDUKATIF well well well what we have here beother
2YHfX7PzVNM,"Realisasikan seketat ketatnya, jangan omon omon doang. Jangan kompromi dengan developer game atau medsos."
2YHfX7PzVNM,Bagaimana dengan anak dibawah 13 tahun?
2YHfX7PzVNM,Kan ada fitur kontrol anak
2YHfX7PzVNM,Pemerintah gj game judol ga di hapus!!??
2YHfX7PzVNM,Judol gk dihapus tuh? 😹😹
2YHfX7PzVNM,"Woy lah, cara gw nyari uang buat kuliah gimana njir"
2YHfX7PzVNM,Omon omon?
2YHfX7PzVNM,"Yang di bawah 13 tahun ga dilindungi juga kah?, Katanya 13-16 tahun doang tuh"
2YHfX7PzVNM,Judol kok ga di hapus?
2YHfX7PzVNM,kita demo yok
2YHfX7PzVNM,judol juga hapus
2YHfX7PzVNM,"Cemananya komdigi nih,mendingan hapus judol"
2YHfX7PzVNM,OMON OMON
2YHfX7PzVNM,Aplikasi nya apa saja jangan m net plus
2YHfX7PzVNM,mantaap
2YHfX7PzVNM,"YA TANYALAH GBLK, TLL LU PALA E GEDE LU KNTRL"
2YHfX7PzVNM,Demo kayak di Nepal yok gen z
2YHfX7PzVNM,woi lah gimana bisa belajar
2YHfX7PzVNM,😡😡😡😡😡😡😡😡😡😡😡😡
2YHfX7PzVNM,"GAK SETUJU,"
2YHfX7PzVNM,"Roblox  di hpus,ef ef apa tu gk ngerti saya,permainan anak di hapus"
2YHfX7PzVNM,Ga ada efeknya. Anak tinggal pake akun kakak/ortu nya
2YHfX7PzVNM,"judol noh berantas ,"
2YHfX7PzVNM,Setuju....parah sekarang
2YHfX7PzVNM,Caranya gimana?
2YHfX7PzVNM,OMON OMON WOWOK
2YHfX7PzVNM,OMON OMON
2YHfX7PzVNM,itu berlaku berdasarkan data apa fakta?????? karna biasanya data itu banyak yg jauh dari fakta
2YHfX7PzVNM,"Bod*hnya pemerintah, anak2 dibawah usia itu juga harusnya dilarang 😭😭😭😭 kalian benar2 budak kapitalisme, siap-siaplah kalian pertanggungjawabkan hasil dr apa yg kalian perbuat atas jabatan kalian, langsung di hadapan Tuhan, siap-siaplah menanggung akibatnya, krn umur ga ada yg tau"
2YHfX7PzVNM,Setuju 100%
2YHfX7PzVNM,bagaimana kalau anak pakai hp kakak atau ibunya ?
vk2Ynj24qNA,Woi kamu bohong saya masih bisa buka YouTube tanpa ada diblokir sama sekali dasar pembohong
vk2Ynj24qNA,kami dukung pemerintah dan komdigi. ini aturan terbaik untuk generasi mudah indonesia.
vk2Ynj24qNA,Ehm gini lo emang youtube banyak video 4no? Perasaan kagak ada deh
vk2Ynj24qNA,Uuh dasar pemerintah gak jelas!!!!
vk2Ynj24qNA,Nah nah kalok Roblox di blokir kok  judol gak di blokir urusin korupsi aja enggak di urusin kan masih banyak game kecuali Roblox kayak ml HOK ff juga kok gak di blokir kocak banget
vk2Ynj24qNA,Dahlah
vk2Ynj24qNA,bang aku Youtuber baru padahal mala umur 16 tahun😭😭😭😭😭😭😭😭😭😭
vk2Ynj24qNA,bang aku umur 16 tahun aku bocil yahhhhh😢 di hapus beratih😭😭😭😭😭😭😭😭😭😭😭😭
vk2Ynj24qNA,Gimana saya sudah umur 36 nama saya Sumarni
vk2Ynj24qNA,Please pemerintah Indonesia jangan menghapuskan YouTube di tik tok Instagram Facebook dan Roblox Ruslan kan usianya kan 11 tahun
vk2Ynj24qNA,Bohong
vk2Ynj24qNA,Tidak setuju
vk2Ynj24qNA,Dasar sok ngatur sebagian yah ada orang yang gak pacaran dan juga yang pacaran urusin judi dan korupsi palamu terbaik
vk2Ynj24qNA,Apaa sih 😭
vk2Ynj24qNA,Terus aku upload konten nya gimana😭
vk2Ynj24qNA,Akun yutube anak ku hilang. Padahal isinya video2 Salawat. Anakki jadi nangis kerena video salawat dan video klip yg dibuatnya hilang beserta akunnya😢😢😢😢
vk2Ynj24qNA,Aaaaaaaah udah di Roblox g bisa chat tambah pusing anj 😡😡😡 aaaah aturan apa lagi coba sekarang makin parah
vk2Ynj24qNA,Tapi saya orang malaysia
vk2Ynj24qNA,Kenapa di
vk2Ynj24qNA,YouTube gw ada subcriber lol
vk2Ynj24qNA,Medsos dihapus jalan rusak kagak tuh👁️👄👁️
vk2Ynj24qNA,Medsos dilarang judol gimana boy lool
vk2Ynj24qNA,"𝙐𝙣𝙩𝙪𝙣𝙜 𝙗𝙪𝙠𝙖𝙣 𝙪𝙢𝙪𝙧 18/20 𝙗𝙪 𝙘𝙤𝙗𝙖 𝙞𝙩𝙪 𝙞𝙗𝙪 𝙨𝙚𝙘𝙖𝙧𝙖 𝙩𝙚𝙧𝙖𝙣𝙜 𝙩𝙚𝙧𝙖𝙣𝙜𝙖𝙣 𝙢𝙚𝙣𝙜𝙖𝙩𝙖𝙠𝙖𝙣 𝙪𝙢𝙪𝙧 𝙨𝙚𝙜𝙞𝙩𝙪 𝙬𝙖𝙝 𝙖𝙧𝙩𝙞𝙣𝙮𝙖 𝙞𝙗𝙪 𝙞𝙩𝙪 𝙢𝙚𝙣𝙘𝙖𝙧𝙞 𝙨𝙚𝙣𝙨𝙖𝙨𝙞 𝙗𝙖𝙧𝙪 𝙖𝙡𝙞𝙖𝙨 𝙙𝙚𝙢𝙤, <br><br>𝙆𝙖𝙧𝙣𝙖  𝙡𝙤𝙜𝙞𝙠𝙖 𝙖𝙟𝙖 𝙨𝙞𝙝 𝙝𝙖𝙡 𝙝𝙖𝙡 𝙠𝙚𝙠 𝙜𝙞𝙣𝙞 𝙙𝙞 𝙪𝙧𝙪𝙨𝙞𝙣 𝙜𝙞𝙡𝙞𝙧𝙖𝙣 𝙟𝙪𝙙𝙤𝙡 𝙙𝙞𝙚𝙢 𝙙𝙤𝙖𝙣𝙜 𝙠𝙖𝙧𝙣𝙖 𝙖𝙥𝙖 𝙮𝙖𝙖 𝙠𝙖𝙧𝙣𝙖 𝙙𝙞 𝙡𝙞𝙣𝙙𝙪𝙣𝙜𝙞 𝙥𝙖𝙧𝙖 𝙢𝙖𝙛𝙞𝙖 𝙡𝙖𝙝😂"
vk2Ynj24qNA,Youtube tik tok instagram facebook tidak larang jangan larang aja dong 😡
vk2Ynj24qNA,Udh 5 tahun Akun roblox ku Buat tapi Malah di Nonaktif emang Asuuu
vk2Ynj24qNA,KNP GK FF SAMA ML😢
vk2Ynj24qNA,Kenapa roblox di ben roblox itu bisah melatih anak seperti gunung  dan broxheven itu biar anak bisah bermain kenapa judi malah gak bi ben
vk2Ynj24qNA,🔒: ••••••••••
vk2Ynj24qNA,🔓: Siap siap entar banyak yang pada nangis
vk2Ynj24qNA,Yaudah tinggal bikin akun baru aja yang umurnya lebih dari 16 tahun kita anak anai seperti aku praremaja aja udah tahu ya <br>Tapi semua masalah GK bisa diselesaiin dengan di nonaktifkan
vk2Ynj24qNA,judol kok ga diblokir😮‍💨
vk2Ynj24qNA,pemerintah GK adil jahat
vk2Ynj24qNA,Kenapa sih cuma YouTube nggak boleh dilihat oleh anak kecil?
vk2Ynj24qNA,"<a href=""https://www.youtube.com/watch?v=vk2Ynj24qNA&amp;t=60"">1:00</a>"
vk2Ynj24qNA,Kaka aku mah mau 16 tahun
vk2Ynj24qNA,Untung aja gua punya akun ke dua di Roblox di hp mamah aku tapi akun pertama ku dasar ini lagi bulan puasa mikir Napa 😡😡😡😡
vk2Ynj24qNA,Eh tunggu
vk2Ynj24qNA,Pala kau anak anak pada nangis apa terbaik ayo netizen
vk2Ynj24qNA,Aku gk setuju satu alesan  kita butuh media sosial untuk belajar dqn mendapatkan ilmu misal ada pr kerajinan kita bisa melihat tutorial agar lebih cepat dan mudah jadi tolong jangan seperti itu<br>Yang setuju sama pendapat aku sipa aja
vk2Ynj24qNA,"Ini demi kebaikan kita bagi ynag mengeluh, mikir lah,.. Kalian juga butuh edukasi aku tau sih aku juga di bawah 16 tahun, aku tapi setuju, karna awal begitu sulit diahkir begitu nyaman, jadi jangan mengeluh juga, mikir dulu ya😊<br><br>No batidao song  <br><br>Ela, ela desce, ela sobe<br>No baile é pressão<br>Mina linda, perigosa<br>Rouba meu coração<br>Vai quicando, vai jogando<br>Não perde a razão<br>No batidão, no batidão<br>Só pura tentação<br>Ela desce, ela sobe<br>No baile é pressão<br>Mina linda, perigosa<br>Rouba meu coração<br>Ela desce, ela sobe<br>No baile é pressão<br>Mina linda, perigosa<br>Rouba meu coração<br>Ela desce, ela sobe<br>No baile é pressão<br>Mina linda, perigosa<br>Rouba meu coração<br>Vai quicando, vai jogando<br>Não perde a razão<br>No batidão, no batidão<br>Só pura tentação<br>Desce, ela sobe<br>No baile é pressão<br>Mina linda, perigosa<br>Rouba meu coração<br>Ela desce, ela sobe<br>No baile é pressão<br>Mina linda, perigosa<br>Rouba meu coração<br>Ela desce, ela sobe<br>No baile é pressão<br>Mina linda, perigosa<br>Rouba meu coração<br>Vai quicando, vai jogando<br>Não perde a razão<br>No batidão, no batidão<br>Só pura tentação"
vk2Ynj24qNA,Jangan woiiii gimana kami nonton 🤬🤬🤬🤬🤬
vk2Ynj24qNA,Kok kementrian tegasih kalau gak ada bocil tiktok dan YouTube akan sepi terus semua YouTuber akan sepi YouTube ku sepi dong 😭😭😭😭😭😭😭😭😭😭😭😭😭😭
vk2Ynj24qNA,Tau gitu ngapain beli HP ya😢😢
vk2Ynj24qNA,Hoax.. Teman temanku.. Ini hoax
vk2Ynj24qNA,Kayak hp anak kagak kepakai lagi
vk2Ynj24qNA,ASU
vk2Ynj24qNA,Body
vk2Ynj24qNA,Woi  jangan hapus Roblox sama YouTube kita gimana cari tutorial sama kesenengan
vk2Ynj24qNA,𝕝𝕦 𝕚𝕥𝕦 𝕪𝕒𝕟𝕘  𝕒𝕟𝕛.
vk2Ynj24qNA,Lu gak jelas
vk2Ynj24qNA,langkah terbaik?? menurut aku enggak karena aku hidup di lingkungan yang toxic jdi aku kek gimn gitu sama peraturan ini...
vk2Ynj24qNA,Judi judi??? Judi goblok
vk2Ynj24qNA,"Aplikasinya kalau udah di batasi,kasih aplikasi yang disaranin sesuai umur kayak di china,rusia  mereka memboikot tapi kasih aplikasi pengganti yang aman dan baik"
vk2Ynj24qNA,guys gimana kita demo aja istana presiden
vk2Ynj24qNA,Percuma gw nabung uang jajan gw buat nge beli TEB untuk nonton YouTube Instagram Facebook yg lainnya jga malah in jadiny mana bukan <b><del>HOAX</del></b> lagi ah sial klo begini gk usah nabung uang co😡🙁
vk2Ynj24qNA,Uuh dasar  pemerintah gak jelas 😡😡😡
vk2Ynj24qNA,Ko tega sih ak dah 4 tahun di youtube kalo g ada bocil² pasti youtube ku sepi terus  gimana aku dapetin uang aku coman ngandelin youtube 😢😢😢 😢😢😢😢
vk2Ynj24qNA,"Iklan jud*l KORUPT ITU HILANGIN DULU, KALO PEJABAT KORUP GAPAPA MASYARAKAT KORUP LANGSUNG DIPENJARA BERAPA TAHUN, BER PULUH PULUHAN TAHUN BAHKAN LEBIH, INI YOUTUBE GAK SALAH APA APA, MALAH DISALAHKAN. TEROSSSS, KALO GAK BOLEH NONTON MEDSOS KONTEN ELO SEPII, KARENA 90% ORANG YANG NONTON VIDEO BERITA, RATA RATA ANAK ANAK DI BAWAH UMUR, MAKANYA BANYAK YANG GAK TERIMA, BANGS*L"
vk2Ynj24qNA,Enggak usah ngurusin YouTube tiktok urusin aja tuh negara judol
vk2Ynj24qNA,Ff dan ml Bu di lupa gimana di nonaktifkan
vk2Ynj24qNA,Iya kasihan bocil nyee
vk2Ynj24qNA,Indonesia sudah di ambang kehancuran di tahun 2050 tsunami besaran
vk2Ynj24qNA,Klo gw bisa milih kek nya g bkl milih tinggal di indo
vk2Ynj24qNA,Hoax coy😏
vk2Ynj24qNA,KOK ROBLOX!?
vk2Ynj24qNA,Tai
vk2Ynj24qNA,Kita kan punya hak sebagai warga negara
vk2Ynj24qNA,Kenapa sih marah marah teruss aku gak gerti woi tapi mama aku emang gak boleh nonton YouTube karena kan nanti ada adegan dewasa dan ini  roblox juga udah dilarang kan dan kamu tau arti ya pesti kamu tau arti roblox kan game bebas dan game online dan kenapa chat di roblox gak bisa karena cio roblox biar gak chat yang anek dan lagaran dan ini udah di resmi secepatnya tanggal 28 Maret 2026 kenpa sih kalian gak mau kan masih ada YouTube kids yang aman dan tidak ada adegan adegan dewasa dan yang anek anek      jadi itu aja untuk pengertian nya maaf kalo aku ada kesalahan ngomong  ya dan maaf lahir batin guisss assalamualaikum semua😊😊
vk2Ynj24qNA,Kek ny koruptor itu suka judi sampe gamau hapus judol aj😂
vk2Ynj24qNA,Hahaha kita yg di urusin<br>Mending urusin koruptor dulu sana
vk2Ynj24qNA,Pikir kids pikirlah bodoh anak dibatasi coba koruptor itu dibiarkan lepas coba anak kebebasan anak diambil pikirlah bodoh
vk2Ynj24qNA,ya okelah
vk2Ynj24qNA,Konsepnya gimana dah harusnya yang di ban itu yang masih kecil yang umurnya itu belum ngerti apa-apa lah ini malah sampe 10 -15 tahun emang masih bocil gitu!?
vk2Ynj24qNA,"Heh bapak² ibu² pemerintah what cho mit gw tau Inggris do sosmed semuanya gitu dan kau ngomong &quot;penipuan online&quot; Why? Bisa kan di ajarkan oleh bapak anak lainnya kalau org tuanya yah ke temannya, jadi jangan buat peraturan yang semena mena kalau mau tau apa jadinya bulan  depan,jadi gini kalau kau tidak mau perintah saya saya tidak peduli maupun aku bukan presiden, penjabat, dpt what tho mind oke &quot; Emang kalau anak di bawah umur ada yang bodoh? &quot; Terus kenapa gk kau aja semua nya aja sosmed yang lain dari pada anak² !"
vk2Ynj24qNA,Uuu jangan ditutup nanti bosen gak yutuban uuuuuuuu
vk2Ynj24qNA,Yah... Udah susah susah dapet 200 subcribe akhirnya harus quit
vk2Ynj24qNA,Orang tua panti jompo anak anak g dikasih kesenangan
vk2Ynj24qNA,Saya mau belajar pianika dari mana?. Youtube diblokir
vk2Ynj24qNA,"Good job! walaupun hasilnya seperti apa setidaknya negara hadir dalam hal ini. Oya selain medsos juga knalpot brong yg dipasang di motor yg mana banyak anak abg bahkan di bawah umur kebut kebutan dan mengganggu ketenangan dan hak masyarakat untuk dapat hidup nyaman di lingkungannya. Knalpot brong harus diberantas melalui kerjasama Menkeu, Mendag dan Kepolisian, toko toko spare part dan bengkel bengkel harus dikenakan sanksi dan denda yg jika dihitung lumayan utk pemasukan negara. Razia di rumah rumah kontrakan dan kost itu banyak motor knalpot brong di sana. Pasang mata mata memantau toko spare part dan bengkel yg memasang knalpot brong, lumayan hasilnya untuk pemasukan negara sekalian memberantas hal hal mudarat di masayarakat."
vk2Ynj24qNA,"<a href=""https://www.youtube.com/watch?v=vk2Ynj24qNA&amp;t=71"">1:11</a> bapak kau terbaik ndas mu judol urus&#39;en disek mbak😡"
vk2Ynj24qNA,semoga bohongan amin🤲🏻🤲🏻
vk2Ynj24qNA,Hadehhg ada aja peraturan nya
vk2Ynj24qNA,"<a href=""https://www.youtube.com/watch?v=vk2Ynj24qNA&amp;t=71"">1:11</a> pala kau terbaik"
vk2Ynj24qNA,Pemerintah jahat jahat
vk2Ynj24qNA,Judolsama judi online nggak diurusin sekali Tik tok YouTube semua aplikasi yang berisiko diurusin alumni pemerintah atau ngatur-ngatur nggak punya otak tai
vk2Ynj24qNA,Seharusnya di bawah 12 tahun soalnya menurut ku anak 12 tahun udh bisa membedakan mana yang baik mana yang buruk
vk2Ynj24qNA,Klau saya jdi presiden mechat skian dblokir sih ..
vk2Ynj24qNA,Roblox dilarang judi gak di urusan 😹😹
vk2Ynj24qNA,"Pemerintah agak lain, malah medsos sama game roblox pulak dinonaktifkan, kita ini gak mau kayak korea utara....."
vk2Ynj24qNA,Sok sok jadi pemerintah sampe bisa ngatur medsos🙄 tapi koruptor atau dpr kgk di hukum mati🖕kgk adil ini cokk🙄
vk2Ynj24qNA,"lah kocak, guna gw ngembangin akun medsos gw buat ngesahilin uang buat apa anj"
vk2Ynj24qNA,Oi slot dan iklan iklan hilangin juga
vk2Ynj24qNA,terus bocil bocil yg biasa Belajar lewat YouTube gimana?
vk2Ynj24qNA,Minimal pikir lah masa kami kerja keras mencapai tujuan itu gk mudah woy pikir lh jgn cuma ngomong doang
vk2Ynj24qNA,Judi aja GK di blokir
vk2Ynj24qNA,"Kok tega sih?, tanpa bocil bocil YouTube ku pasti sepi.. ;("
vk2Ynj24qNA,Umur 10-16 tahun perlu hak dan jika mereka ketinggalan akan di katain lahir zaman batu kamu dan saya merasa ketinggalan zaman biasa nya akan di ejek dan tidak?
vk2Ynj24qNA,Gak gitu juga kasihan buat yg nabung beli hp mereka pake duit itu pun mereka mati Matian buat beli ini pun malah Batasin coba kalo anak 13 tahun nonton YouTube kids gak lucu kan <br>Pemerintah enak tinggal baut <br>Peraturan ajah giliran judol slot penipuan gak di urusin <br>Ini yg baut negara Kita GK maju maju pemerintah nya gini😂😂
vk2Ynj24qNA,Judol belum diurusin jirr
vk2Ynj24qNA,Izin tolong banned judol dan gogle chorme
iLERE4VmtZc,Bang tadi di Roblox topic Indonesia ada pemerintah marah 😂
iLERE4VmtZc,Bu ujian nya pakai intragam dan daftar sekolah juga
iLERE4VmtZc,Gmn nti menghubunginya lau wa gak ada
iLERE4VmtZc,Jangan 16 tahun Mestinya di larang dibawah 25 tahun biar fokus pendidikan
iLERE4VmtZc,"Bagus, sangat setuju. Sekalian saja tolong diperhatikan konten konten yang tidak mendidik."
iLERE4VmtZc,gk percaya hari ini udh tanggal 28 maret hoaxxxx
iLERE4VmtZc,Yang gak setuju kumpul pengen nonton YouTube dan ngonten lagi
iLERE4VmtZc,"Sekarang dong sekarang hari sabtu,sabtu 28 maret 2026"
iLERE4VmtZc,Gw masih 13 tahun
iLERE4VmtZc,"Alhamdulillah ,. Saya sebagai orang tua sangat setuju ❤🤗"
iLERE4VmtZc,"Pemerintah lol,"
iLERE4VmtZc,Gak setuju 😡😡😡
iLERE4VmtZc,Sistem error : warning warning warning warning warning warning warning warning of Roblox sistem error error
iLERE4VmtZc,"Btw, kenapa pemerintah mengatur anak yang dibawah usia 16 tahun dibatasi tetapi meminta izin kepada orang tuanya di Roblox saja? Padahal sama kyk pengaturan chat Roblox oleh si pak David Bazuki. Kalau akunnya dibawah usia 16 tahun dinonaktifkan malah jad bosan kyk penduduk di negara Rusia itu, Roblox dibanned oleh pak pemerintah di Rusia, saya tidak setuju kebijakan tersebut, ada yang anak dibawah usia 16 tahun membuat postingan dimedsos untuk memproteskan pemerintah. Saya adalah penggemar lift, tetapi saya filing liftnya di Roblox"
iLERE4VmtZc,Demo harus demooo
iLERE4VmtZc,GK setuju
iLERE4VmtZc,Google 24 tahun dan Roblox
iLERE4VmtZc,GA SETUJU...
iLERE4VmtZc,saya walaupun umur 12thn tapi saya dukung ini
iLERE4VmtZc,Terlambat
iLERE4VmtZc,pembuatan tidak adda terbatas
iLERE4VmtZc,Saya mendukung tapii kalo anak ingin menonton kartun di mana ya maaf hanya tanya🙏🙏
iLERE4VmtZc,Gj bet dah nnti saya klo mau bikin konten gk rame dg donggo
iLERE4VmtZc,"Nggak seru banget, kalau sosmed dibatasi artinya gw nggak bisa ngapa ngapain, tapi semua orang termasuk bocah sedih, nangis, dan kecewa, nggak setuju!, kalau menurut gua itu berita buruk, tapi kalau videonya gua pindahin ke Bstation, biar jaga jaga, aman, dan baik baik saja, pas aku coba tes video, musik, game, dll itu semuanya aman nggak ada masalah!"
iLERE4VmtZc,Anjing gua udah dolnotd roblox😡😡😡
iLERE4VmtZc,🙏😜😜😜😜😜🥰🤝👍
iLERE4VmtZc,Gak usah di bawah 16 tahun aja mending 7 tahun aja udah harus bisa anj
iLERE4VmtZc,Saya tidak setuju dengan pemerintah karena masak iya judol tidak diblokir ini bukan langkah terbaik ingat SAYA TIDAK SETUJU DENGAN PEMERINTAH
iLERE4VmtZc,👍👍🙏
iLERE4VmtZc,Saya gk setuju bbi monyed lu cewek ini!
iLERE4VmtZc,kelas:6 chinta Kakak<br>Ammar anak heta kelas: tk YouTube
iLERE4VmtZc,Berati gue dong umur 16 tahun 😢
iLERE4VmtZc,Apa arti pemerintah dari mana orang YouTube itu pernah mengajarkan sejarah bukan selain pem-bully-an kah bapak kau padahal aku mau ngasih nonton YouTube
iLERE4VmtZc,Bocil² pada gak terima semua woilah🥀🥀🥀🥀
iLERE4VmtZc,dahlah nyawit nih orang
iLERE4VmtZc,Gw gak setuju karna bnyak yg kesel
iLERE4VmtZc,Terus gunanya apk control orang tua apa?
iLERE4VmtZc,Sangat mendukung. Gas kan !
iLERE4VmtZc,Trus gimana yang anak nya tinggal sendiri dia kan butuh hiburan kalau tidak ada hiburan dia pasti bisa stress apalagi kalau dia itu sukanya menyendiri😢😢
iLERE4VmtZc,Alhamdulillah peraturan yang paling keren bagi ortu di NKRI semoga terlaksana dengan lancar dan sukses 👍
iLERE4VmtZc,Sekalian akun judol ny
iLERE4VmtZc,Setuju
iLERE4VmtZc,Setuju buk
iLERE4VmtZc,Anak2 ga sebodoh itu memasukan usia aslinya saat buat akun😅
iLERE4VmtZc,Dari dulu pemerintah kemana aja
iLERE4VmtZc,Judol gak lu blokir pea😂
iLERE4VmtZc,Kok judi sama pinjol enggak iya?!
iLERE4VmtZc,Saya setuju juga Tapi Saya ini Sudah beruia 16 tahun Saya sudah SMK
iLERE4VmtZc,Niat buat bapak-bapak DPR ke panik bapak iyaa
iLERE4VmtZc,Ini buat ibu-ibu ya judi online aja di kagak ditanggepin Bu ini cuman kami belajar lewat HP judi online masih banyak sampai sekarang sekarang judi online bisa di-download lewat Play store
iLERE4VmtZc,Tapi korupsi malah di biarin aja🤣🤣
iLERE4VmtZc,Masa hoax si saya lebih setuju kalo itu benar² dijalankan
iLERE4VmtZc,tidak setuju
iLERE4VmtZc,Judoll gk di di blokirrrrrr
iLERE4VmtZc,Gk setujuuuuu
iLERE4VmtZc,Tai knp gak dari umur 9 tahun
iLERE4VmtZc,YouTube jahatlah saya belajarnya di situ😢😢
iLERE4VmtZc,Tidak setuju semua orang punya hak untuk bermain medsos sok ngatur kalo mau semua umur aja ga boleh bermain medsos  emang pemerintah mau ganti semua game gua yang udah gua top up kalo gabisa ya Jagan ya rugi si kita juga
iLERE4VmtZc,jangan YouTube lah
iLERE4VmtZc,"😂saya pikir gakan jalan bu saya yakin gakan jalan,,,,kalau ibu melaran anak memegan hp saya baru percaya pasti anak anak kan bebas dari medsos,tapi kalau ibu hanya melarang untuk batasan usia di medsos,karna sistem bisa mereka akalin bu😂<br><br>Sebagai contoh nyata,gagra covid anak anak wajib punya hp untuk blajar,sampe sekarang covid nyah dah musnah kadang di sekolahan ttp blajar online,,,,gimanatuh"
iLERE4VmtZc,setuju gimanaaa ....sekarang itu pelajaran sekolah aja on line lewat hp ... terus gimana ...
iLERE4VmtZc,Yutub Jaan Di belo kit aku mau meenjakan  pr Gimana Jaan gi mana😢😢😢😢😢😢😢😢😢
iLERE4VmtZc,kalau orang tua atau bapak saya main Facebook gag papa karena bapak saya suka main Facebook😅
iLERE4VmtZc,"Aku umur 9 plliiss jagan <a href=""https://www.youtube.com/watch?v=iLERE4VmtZc&amp;t=189"">3:09</a>"
iLERE4VmtZc,Jagan la😭😭😭😭
iLERE4VmtZc,Woi jagan la di belokir la aku plliissss
iLERE4VmtZc,"Padahal harusnya jangan diblokir sosmednya, seharusnya hapus dan blokir aja hal buruknya!!!!! Sangat baik? memang agak benar, dibatasi? Ini bukan dibatasi! Tapi di hapus."
iLERE4VmtZc,"Padahal tidak semua anak-anak itu hanya main hp (bermain game juga), tapi belajar lewat hp nya juga<br><br>Jika tidak memegang hp pasti tetap belajar<br><br>Bahkan walaupun anak yang hanya bisa bermain hp pun dan tidak belajar bisa belajar juga lewat game edukasi juga/bisa belajar pesan moral dari game"
iLERE4VmtZc,kita harus demo🎉
iLERE4VmtZc,AWAS KALO FREE FIRE JUGA!!!! 👊😡
iLERE4VmtZc,GAKMAU SETUJU!!!!!!!!!!!!!!
iLERE4VmtZc,EMG Sih Bermanfaat tapi kenapa cuma untuk  itu GK judol/judi online yah EMG itu penting tapi jangan YouTube ya YouTube itu banyak bocil kesusahan Ngeyoutube susah payahnya byangkan cuma modal konten kosong dan konten gambar cuma cuma percuma urusin judol tolong urusin judol dari kemarin judol belum waras wars tolong pemerintah pleasee
iLERE4VmtZc,"WHAT ibu ibuk ndk tau Roblox itu kek mna main hpus hpus aj,sy dh habisin duit untuk robux dn it sia sia???? WHAYY"
iLERE4VmtZc,Wow 😂😂😂😂
iLERE4VmtZc,Bajingan kaparat baiknya mereka masuk neraka 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂Iya Pak iya habis ini apa lgi TV apa gk boleh keluar hah pemerintah apa mending suruh nyakitin aja anak anak
iLERE4VmtZc,Sangat.setuju.bosssss..
iLERE4VmtZc,bagus.... media sosial bikin masa depan generasi kita suram.............
iLERE4VmtZc,Peraturan ini hp-nya kena nangis ulang tahun ini udah udah ketakutan kalau udah 16 tahun
iLERE4VmtZc,Terus gimana satu satu nya temen aku di YouTube doang selama ini aku sudah hidup selalu di buli sama semua orang dan gak di percaya semua orang aku mampir bundir gara gara Ita tapi satu satu nya temen aku ada di YouTube gimana ini aku gak mahu sendirian lagi 😭😭
iLERE4VmtZc,😠😠😠😠
iLERE4VmtZc,Giliran judol gak di nonaftikan 😂😂
iLERE4VmtZc,Bgusss pk langsung praktekan....kasih anak ilmu sain..kimia mate fisika biar pnter
iLERE4VmtZc,😔
iLERE4VmtZc,Klo bisa game online epep mlh aov PUBG dan roblok di hapus skalian bikin toxic ga punya adab
iLERE4VmtZc,Yg harus dibenerin situs luarnya blokir aja google youtube dll klo g tegas
iLERE4VmtZc,Menutup akses medsos bukat anak2 baik akar mslhny anak2 ini tdk dididik mlhn pembiaran jk terdidik tdkseberapa parah anak2 selagi fihak sekolah tdk mendidik tindakan tdk akan berhasil
iLERE4VmtZc,Tambahkan Game online Ibu Menteri biar mereka kejang².. itu tipu menipu menjadi satu ibu. Konten porno ada konten judol ada edit foto atas ada semua ada di dalamnya. Mau naik rank harus Mabar dengan live streamer. Harus bayar harus top up diamond . Udah masuk jebakan mereka Ibu. Please Ibu menteri tambahkan game online. Terimakasih Ibu
iLERE4VmtZc,"Pendaftaran game online harus berbayar baru bisa main bisa naik title, ini mah game settingan buset game apa scam ini😂"
iLERE4VmtZc,Kami rakyat menunggu aksi nyata Ibu menteri dalam pemberantasan dan pelanggaran Hukum game online. Terimakasih
iLERE4VmtZc,"Supaya ibu menteri tau, konten porno, konten judi dan segala macam sudah masuk di game online dan yg live streamer pun seperti Bisu Ibu.. klo ibu mau jaga anak² penerus bangsa ya ijin saran Bu, tutup semua game online ibu atau di ambil alih servernya oleh pemerintah biar benar2 di kontrol. Ngeri pengaruhnya Bu"
