video_id,comment,clean_comment,score,label,label_id
vk2Ynj24qNA,Jangan woiiii gimana kami nonton 🤬🤬🤬🤬🤬,jangan woiiii gimana kami nonton,-3,negative,0
vk2Ynj24qNA,Kok kementrian tegasih kalau gak ada bocil tiktok dan YouTube akan sepi terus semua YouTuber akan sepi YouTube ku sepi dong 😭😭😭😭😭😭😭😭😭😭😭😭😭😭,kok kementrian tegasih kalau gak ada bocil tiktok dan youtube akan sepi terus semua youtuber akan sepi youtube ku sepi dong,-10,negative,0
vk2Ynj24qNA,Tau gitu ngapain beli HP ya😢😢,tau gitu ngapain beli hp ya,-3,negative,0
vk2Ynj24qNA,Hoax.. Teman temanku.. Ini hoax,hoax teman temanku ini hoax,-10,negative,0
vk2Ynj24qNA,Kayak hp anak kagak kepakai lagi,kayak hp anak kagak kepakai lagi,-12,negative,0
vk2Ynj24qNA,Woi  jangan hapus Roblox sama YouTube kita gimana cari tutorial sama kesenengan,woi jangan hapus roblox sama youtube kita gimana cari tutorial sama kesenengan,-3,negative,0
vk2Ynj24qNA,Lu gak jelas,lu gak jelas,3,positive,1
vk2Ynj24qNA,langkah terbaik?? menurut aku enggak karena aku hidup di lingkungan yang toxic jdi aku kek gimn gitu sama peraturan ini...,langkah terbaik menurut aku enggak karena aku hidup di lingkungan yang toxic jdi aku kek gimn gitu sama peraturan ini,10,positive,1
vk2Ynj24qNA,Judi judi??? Judi goblok,judi judi judi goblok,-5,negative,0
vk2Ynj24qNA,"Aplikasinya kalau udah di batasi,kasih aplikasi yang disaranin sesuai umur kayak di china,rusia  mereka memboikot tapi kasih aplikasi pengganti yang aman dan baik",aplikasinya kalau udah di batasi kasih aplikasi yang disaranin sesuai umur kayak di china rusia mereka memboikot tapi kasih aplikasi pengganti yang aman dan baik,-27,negative,0
vk2Ynj24qNA,guys gimana kita demo aja istana presiden,guys gimana kita demo aja istana presiden,2,positive,1
vk2Ynj24qNA,Percuma gw nabung uang jajan gw buat nge beli TEB untuk nonton YouTube Instagram Facebook yg lainnya jga malah in jadiny mana bukan <b><del>HOAX</del></b> lagi ah sial klo begini gk usah nabung uang co😡🙁,percuma gw nabung uang jajan gw buat nge beli teb untuk nonton youtube instagram facebook yg lainnya jga malah in jadiny mana bukan hoax lagi ah sial klo begini gk usah nabung uang co,-8,negative,0
vk2Ynj24qNA,Uuh dasar  pemerintah gak jelas 😡😡😡,uuh dasar pemerintah gak jelas,3,positive,1
vk2Ynj24qNA,Ko tega sih ak dah 4 tahun di youtube kalo g ada bocil² pasti youtube ku sepi terus  gimana aku dapetin uang aku coman ngandelin youtube 😢😢😢 😢😢😢😢,ko tega sih ak dah 4 tahun di youtube kalo g ada bocil pasti youtube ku sepi terus gimana aku dapetin uang aku coman ngandelin youtube,-13,negative,0
vk2Ynj24qNA,"Iklan jud*l KORUPT ITU HILANGIN DULU, KALO PEJABAT KORUP GAPAPA MASYARAKAT KORUP LANGSUNG DIPENJARA BERAPA TAHUN, BER PULUH PULUHAN TAHUN BAHKAN LEBIH, INI YOUTUBE GAK SALAH APA APA, MALAH DISALAHKAN. TEROSSSS, KALO GAK BOLEH NONTON MEDSOS KONTEN ELO SEPII, KARENA 90% ORANG YANG NONTON VIDEO BERITA, RATA RATA ANAK ANAK DI BAWAH UMUR, MAKANYA BANYAK YANG GAK TERIMA, BANGS*L",iklan jud l korupt itu hilangin dulu kalo pejabat korup gapapa masyarakat korup langsung dipenjara berapa tahun ber puluh puluhan tahun bahkan lebih ini youtube gak salah apa apa malah disalahkan terossss kalo gak boleh nonton medsos konten elo sepii karena 90 orang yang nonton video berita rata rata anak anak di bawah umur makanya banyak yang gak terima bangs l,-53,negative,0
vk2Ynj24qNA,Enggak usah ngurusin YouTube tiktok urusin aja tuh negara judol,enggak usah ngurusin youtube tiktok urusin aja tuh negara judol,8,positive,1
vk2Ynj24qNA,Ff dan ml Bu di lupa gimana di nonaktifkan,ff dan ml bu di lupa gimana di nonaktifkan,-3,negative,0
vk2Ynj24qNA,Iya kasihan bocil nyee,iya kasihan bocil nyee,-3,negative,0
vk2Ynj24qNA,Indonesia sudah di ambang kehancuran di tahun 2050 tsunami besaran,indonesia sudah di ambang kehancuran di tahun 2050 tsunami besaran,-2,negative,0
vk2Ynj24qNA,Klo gw bisa milih kek nya g bkl milih tinggal di indo,klo gw bisa milih kek nya g bkl milih tinggal di indo,-10,negative,0
vk2Ynj24qNA,Hoax coy😏,hoax coy,-5,negative,0
vk2Ynj24qNA,Tai,tai,-5,negative,0
vk2Ynj24qNA,Kenapa sih marah marah teruss aku gak gerti woi tapi mama aku emang gak boleh nonton YouTube karena kan nanti ada adegan dewasa dan ini  roblox juga udah dilarang kan dan kamu tau arti ya pesti kamu tau arti roblox kan game bebas dan game online dan kenapa chat di roblox gak bisa karena cio roblox biar gak chat yang anek dan lagaran dan ini udah di resmi secepatnya tanggal 28 Maret 2026 kenpa sih kalian gak mau kan masih ada YouTube kids yang aman dan tidak ada adegan adegan dewasa dan yang anek anek      jadi itu aja untuk pengertian nya maaf kalo aku ada kesalahan ngomong  ya dan maaf lahir batin guisss assalamualaikum semua😊😊,kenapa sih marah marah teruss aku gak gerti woi tapi mama aku emang gak boleh nonton youtube karena kan nanti ada adegan dewasa dan ini roblox juga udah dilarang kan dan kamu tau arti ya pesti kamu tau arti roblox kan game bebas dan game online dan kenapa chat di roblox gak bisa karena cio roblox biar gak chat yang anek dan lagaran dan ini udah di resmi secepatnya tanggal 28 maret 2026 kenpa sih kalian gak mau kan masih ada youtube kids yang aman dan tidak ada adegan adegan dewasa dan yang anek anek jadi itu aja untuk pengertian nya maaf kalo aku ada kesalahan ngomong ya dan maaf lahir batin guisss assalamualaikum semua,-63,negative,0
vk2Ynj24qNA,Kek ny koruptor itu suka judi sampe gamau hapus judol aj😂,kek ny koruptor itu suka judi sampe gamau hapus judol aj,-10,negative,0
vk2Ynj24qNA,Hahaha kita yg di urusin<br>Mending urusin koruptor dulu sana,hahaha kita yg di urusin mending urusin koruptor dulu sana,-3,negative,0
vk2Ynj24qNA,Pikir kids pikirlah bodoh anak dibatasi coba koruptor itu dibiarkan lepas coba anak kebebasan anak diambil pikirlah bodoh,pikir kids pikirlah bodoh anak dibatasi coba koruptor itu dibiarkan lepas coba anak kebebasan anak diambil pikirlah bodoh,-17,negative,0
vk2Ynj24qNA,ya okelah,ya okelah,4,positive,1
vk2Ynj24qNA,Konsepnya gimana dah harusnya yang di ban itu yang masih kecil yang umurnya itu belum ngerti apa-apa lah ini malah sampe 10 -15 tahun emang masih bocil gitu!?,konsepnya gimana dah harusnya yang di ban itu yang masih kecil yang umurnya itu belum ngerti apa apa lah ini malah sampe 10 15 tahun emang masih bocil gitu,-32,negative,0
vk2Ynj24qNA,"Heh bapak² ibu² pemerintah what cho mit gw tau Inggris do sosmed semuanya gitu dan kau ngomong &quot;penipuan online&quot; Why? Bisa kan di ajarkan oleh bapak anak lainnya kalau org tuanya yah ke temannya, jadi jangan buat peraturan yang semena mena kalau mau tau apa jadinya bulan  depan,jadi gini kalau kau tidak mau perintah saya saya tidak peduli maupun aku bukan presiden, penjabat, dpt what tho mind oke &quot; Emang kalau anak di bawah umur ada yang bodoh? &quot; Terus kenapa gk kau aja semua nya aja sosmed yang lain dari pada anak² !",heh bapak ibu pemerintah what cho mit gw tau inggris do sosmed semuanya gitu dan kau ngomong penipuan online why bisa kan di ajarkan oleh bapak anak lainnya kalau org tuanya yah ke temannya jadi jangan buat peraturan yang semena mena kalau mau tau apa jadinya bulan depan jadi gini kalau kau tidak mau perintah saya saya tidak peduli maupun aku bukan presiden penjabat dpt what tho mind oke emang kalau anak di bawah umur ada yang bodoh terus kenapa gk kau aja semua nya aja sosmed yang lain dari pada anak,-90,negative,0
vk2Ynj24qNA,Uuu jangan ditutup nanti bosen gak yutuban uuuuuuuu,uuu jangan ditutup nanti bosen gak yutuban uuuuuuuu,-9,negative,0
vk2Ynj24qNA,Yah... Udah susah susah dapet 200 subcribe akhirnya harus quit,yah udah susah susah dapet 200 subcribe akhirnya harus quit,-9,negative,0
vk2Ynj24qNA,Orang tua panti jompo anak anak g dikasih kesenangan,orang tua panti jompo anak anak g dikasih kesenangan,-9,negative,0
vk2Ynj24qNA,Saya mau belajar pianika dari mana?. Youtube diblokir,saya mau belajar pianika dari mana youtube diblokir,-4,negative,0
vk2Ynj24qNA,"Good job! walaupun hasilnya seperti apa setidaknya negara hadir dalam hal ini. Oya selain medsos juga knalpot brong yg dipasang di motor yg mana banyak anak abg bahkan di bawah umur kebut kebutan dan mengganggu ketenangan dan hak masyarakat untuk dapat hidup nyaman di lingkungannya. Knalpot brong harus diberantas melalui kerjasama Menkeu, Mendag dan Kepolisian, toko toko spare part dan bengkel bengkel harus dikenakan sanksi dan denda yg jika dihitung lumayan utk pemasukan negara. Razia di rumah rumah kontrakan dan kost itu banyak motor knalpot brong di sana. Pasang mata mata memantau toko spare part dan bengkel yg memasang knalpot brong, lumayan hasilnya untuk pemasukan negara sekalian memberantas hal hal mudarat di masayarakat.",good job walaupun hasilnya seperti apa setidaknya negara hadir dalam hal ini oya selain medsos juga knalpot brong yg dipasang di motor yg mana banyak anak abg bahkan di bawah umur kebut kebutan dan mengganggu ketenangan dan hak masyarakat untuk dapat hidup nyaman di lingkungannya knalpot brong harus diberantas melalui kerjasama menkeu mendag dan kepolisian toko toko spare part dan bengkel bengkel harus dikenakan sanksi dan denda yg jika dihitung lumayan utk pemasukan negara razia di rumah rumah kontrakan dan kost itu banyak motor knalpot brong di sana pasang mata mata memantau toko spare part dan bengkel yg memasang knalpot brong lumayan hasilnya untuk pemasukan negara sekalian memberantas hal hal mudarat di masayarakat,-33,negative,0
vk2Ynj24qNA,"<a href=""https://www.youtube.com/watch?v=vk2Ynj24qNA&amp;t=71"">1:11</a> bapak kau terbaik ndas mu judol urus&#39;en disek mbak😡",bapak kau terbaik ndas mu judol urus en disek mbak,5,positive,1
vk2Ynj24qNA,semoga bohongan amin🤲🏻🤲🏻,semoga bohongan amin,-3,negative,0
vk2Ynj24qNA,Hadehhg ada aja peraturan nya,hadehhg ada aja peraturan nya,-2,negative,0
vk2Ynj24qNA,"<a href=""https://www.youtube.com/watch?v=vk2Ynj24qNA&amp;t=71"">1:11</a> pala kau terbaik",pala kau terbaik,5,positive,1
vk2Ynj24qNA,Pemerintah jahat jahat,pemerintah jahat jahat,-8,negative,0
vk2Ynj24qNA,Judolsama judi online nggak diurusin sekali Tik tok YouTube semua aplikasi yang berisiko diurusin alumni pemerintah atau ngatur-ngatur nggak punya otak tai,judolsama judi online nggak diurusin sekali tik tok youtube semua aplikasi yang berisiko diurusin alumni pemerintah atau ngatur ngatur nggak punya otak tai,-30,negative,0
vk2Ynj24qNA,Seharusnya di bawah 12 tahun soalnya menurut ku anak 12 tahun udh bisa membedakan mana yang baik mana yang buruk,seharusnya di bawah 12 tahun soalnya menurut ku anak 12 tahun udh bisa membedakan mana yang baik mana yang buruk,-16,negative,0
vk2Ynj24qNA,Roblox dilarang judi gak di urusan 😹😹,roblox dilarang judi gak di urusan,-3,negative,0
vk2Ynj24qNA,"Pemerintah agak lain, malah medsos sama game roblox pulak dinonaktifkan, kita ini gak mau kayak korea utara.....",pemerintah agak lain malah medsos sama game roblox pulak dinonaktifkan kita ini gak mau kayak korea utara,-3,negative,0
vk2Ynj24qNA,Sok sok jadi pemerintah sampe bisa ngatur medsos🙄 tapi koruptor atau dpr kgk di hukum mati🖕kgk adil ini cokk🙄,sok sok jadi pemerintah sampe bisa ngatur medsos tapi koruptor atau dpr kgk di hukum mati kgk adil ini cokk,-19,negative,0
vk2Ynj24qNA,"lah kocak, guna gw ngembangin akun medsos gw buat ngesahilin uang buat apa anj",lah kocak guna gw ngembangin akun medsos gw buat ngesahilin uang buat apa anj,-2,negative,0
vk2Ynj24qNA,terus bocil bocil yg biasa Belajar lewat YouTube gimana?,terus bocil bocil yg biasa belajar lewat youtube gimana,-6,negative,0
vk2Ynj24qNA,Minimal pikir lah masa kami kerja keras mencapai tujuan itu gk mudah woy pikir lh jgn cuma ngomong doang,minimal pikir lah masa kami kerja keras mencapai tujuan itu gk mudah woy pikir lh jgn cuma ngomong doang,-15,negative,0
vk2Ynj24qNA,Judi aja GK di blokir,judi aja gk di blokir,-2,negative,0
vk2Ynj24qNA,"Kok tega sih?, tanpa bocil bocil YouTube ku pasti sepi.. ;(",kok tega sih tanpa bocil bocil youtube ku pasti sepi,-5,negative,0
vk2Ynj24qNA,Umur 10-16 tahun perlu hak dan jika mereka ketinggalan akan di katain lahir zaman batu kamu dan saya merasa ketinggalan zaman biasa nya akan di ejek dan tidak?,umur 10 16 tahun perlu hak dan jika mereka ketinggalan akan di katain lahir zaman batu kamu dan saya merasa ketinggalan zaman biasa nya akan di ejek dan tidak,-23,negative,0
vk2Ynj24qNA,Gak gitu juga kasihan buat yg nabung beli hp mereka pake duit itu pun mereka mati Matian buat beli ini pun malah Batasin coba kalo anak 13 tahun nonton YouTube kids gak lucu kan <br>Pemerintah enak tinggal baut <br>Peraturan ajah giliran judol slot penipuan gak di urusin <br>Ini yg baut negara Kita GK maju maju pemerintah nya gini😂😂,gak gitu juga kasihan buat yg nabung beli hp mereka pake duit itu pun mereka mati matian buat beli ini pun malah batasin coba kalo anak 13 tahun nonton youtube kids gak lucu kan pemerintah enak tinggal baut peraturan ajah giliran judol slot penipuan gak di urusin ini yg baut negara kita gk maju maju pemerintah nya gini,-26,negative,0
vk2Ynj24qNA,Izin tolong banned judol dan gogle chorme,izin tolong banned judol dan gogle chorme,-6,negative,0
iLERE4VmtZc,Bang tadi di Roblox topic Indonesia ada pemerintah marah 😂,bang tadi di roblox topic indonesia ada pemerintah marah,-8,negative,0
iLERE4VmtZc,Bu ujian nya pakai intragam dan daftar sekolah juga,bu ujian nya pakai intragam dan daftar sekolah juga,1,positive,1
iLERE4VmtZc,Gmn nti menghubunginya lau wa gak ada,gmn nti menghubunginya lau wa gak ada,1,positive,1
iLERE4VmtZc,Jangan 16 tahun Mestinya di larang dibawah 25 tahun biar fokus pendidikan,jangan 16 tahun mestinya di larang dibawah 25 tahun biar fokus pendidikan,-11,negative,0
iLERE4VmtZc,"Bagus, sangat setuju. Sekalian saja tolong diperhatikan konten konten yang tidak mendidik.",bagus sangat setuju sekalian saja tolong diperhatikan konten konten yang tidak mendidik,-30,negative,0
iLERE4VmtZc,gk percaya hari ini udh tanggal 28 maret hoaxxxx,gk percaya hari ini udh tanggal 28 maret hoaxxxx,-6,negative,0
iLERE4VmtZc,Yang gak setuju kumpul pengen nonton YouTube dan ngonten lagi,yang gak setuju kumpul pengen nonton youtube dan ngonten lagi,-7,negative,0
iLERE4VmtZc,"Alhamdulillah ,. Saya sebagai orang tua sangat setuju ❤🤗",alhamdulillah saya sebagai orang tua sangat setuju,-13,negative,0
iLERE4VmtZc,Gak setuju 😡😡😡,gak setuju,3,positive,1
iLERE4VmtZc,Sistem error : warning warning warning warning warning warning warning warning of Roblox sistem error error,sistem error warning warning warning warning warning warning warning warning of roblox sistem error error,-23,negative,0
iLERE4VmtZc,"Btw, kenapa pemerintah mengatur anak yang dibawah usia 16 tahun dibatasi tetapi meminta izin kepada orang tuanya di Roblox saja? Padahal sama kyk pengaturan chat Roblox oleh si pak David Bazuki. Kalau akunnya dibawah usia 16 tahun dinonaktifkan malah jad bosan kyk penduduk di negara Rusia itu, Roblox dibanned oleh pak pemerintah di Rusia, saya tidak setuju kebijakan tersebut, ada yang anak dibawah usia 16 tahun membuat postingan dimedsos untuk memproteskan pemerintah. Saya adalah penggemar lift, tetapi saya filing liftnya di Roblox",btw kenapa pemerintah mengatur anak yang dibawah usia 16 tahun dibatasi tetapi meminta izin kepada orang tuanya di roblox saja padahal sama kyk pengaturan chat roblox oleh si pak david bazuki kalau akunnya dibawah usia 16 tahun dinonaktifkan malah jad bosan kyk penduduk di negara rusia itu roblox dibanned oleh pak pemerintah di rusia saya tidak setuju kebijakan tersebut ada yang anak dibawah usia 16 tahun membuat postingan dimedsos untuk memproteskan pemerintah saya adalah penggemar lift tetapi saya filing liftnya di roblox,-29,negative,0
iLERE4VmtZc,Demo harus demooo,demo harus demooo,-8,negative,0
iLERE4VmtZc,GK setuju,gk setuju,3,positive,1
iLERE4VmtZc,GA SETUJU...,ga setuju,3,positive,1
iLERE4VmtZc,saya walaupun umur 12thn tapi saya dukung ini,saya walaupun umur 12thn tapi saya dukung ini,-4,negative,0
iLERE4VmtZc,pembuatan tidak adda terbatas,pembuatan tidak adda terbatas,-2,negative,0
iLERE4VmtZc,Saya mendukung tapii kalo anak ingin menonton kartun di mana ya maaf hanya tanya🙏🙏,saya mendukung tapii kalo anak ingin menonton kartun di mana ya maaf hanya tanya,-10,negative,0
iLERE4VmtZc,Gj bet dah nnti saya klo mau bikin konten gk rame dg donggo,gj bet dah nnti saya klo mau bikin konten gk rame dg donggo,-5,negative,0
iLERE4VmtZc,"Nggak seru banget, kalau sosmed dibatasi artinya gw nggak bisa ngapa ngapain, tapi semua orang termasuk bocah sedih, nangis, dan kecewa, nggak setuju!, kalau menurut gua itu berita buruk, tapi kalau videonya gua pindahin ke Bstation, biar jaga jaga, aman, dan baik baik saja, pas aku coba tes video, musik, game, dll itu semuanya aman nggak ada masalah!",nggak seru banget kalau sosmed dibatasi artinya gw nggak bisa ngapa ngapain tapi semua orang termasuk bocah sedih nangis dan kecewa nggak setuju kalau menurut gua itu berita buruk tapi kalau videonya gua pindahin ke bstation biar jaga jaga aman dan baik baik saja pas aku coba tes video musik game dll itu semuanya aman nggak ada masalah,-50,negative,0
iLERE4VmtZc,Anjing gua udah dolnotd roblox😡😡😡,anjing gua udah dolnotd roblox,-7,negative,0
iLERE4VmtZc,Gak usah di bawah 16 tahun aja mending 7 tahun aja udah harus bisa anj,gak usah di bawah 16 tahun aja mending 7 tahun aja udah harus bisa anj,-1,negative,0
iLERE4VmtZc,Saya tidak setuju dengan pemerintah karena masak iya judol tidak diblokir ini bukan langkah terbaik ingat SAYA TIDAK SETUJU DENGAN PEMERINTAH,saya tidak setuju dengan pemerintah karena masak iya judol tidak diblokir ini bukan langkah terbaik ingat saya tidak setuju dengan pemerintah,-25,negative,0
iLERE4VmtZc,kelas:6 chinta Kakak<br>Ammar anak heta kelas: tk YouTube,kelas 6 chinta kakak ammar anak heta kelas tk youtube,-9,negative,0
iLERE4VmtZc,Berati gue dong umur 16 tahun 😢,berati gue dong umur 16 tahun,-2,negative,0
iLERE4VmtZc,Apa arti pemerintah dari mana orang YouTube itu pernah mengajarkan sejarah bukan selain pem-bully-an kah bapak kau padahal aku mau ngasih nonton YouTube,apa arti pemerintah dari mana orang youtube itu pernah mengajarkan sejarah bukan selain pem bully an kah bapak kau padahal aku mau ngasih nonton youtube,-19,negative,0
iLERE4VmtZc,Bocil² pada gak terima semua woilah🥀🥀🥀🥀,bocil pada gak terima semua woilah,-8,negative,0
iLERE4VmtZc,dahlah nyawit nih orang,dahlah nyawit nih orang,-3,negative,0
iLERE4VmtZc,Gw gak setuju karna bnyak yg kesel,gw gak setuju karna bnyak yg kesel,-2,negative,0
iLERE4VmtZc,Terus gunanya apk control orang tua apa?,terus gunanya apk control orang tua apa,-7,negative,0
iLERE4VmtZc,Sangat mendukung. Gas kan !,sangat mendukung gas kan,-9,negative,0
iLERE4VmtZc,Trus gimana yang anak nya tinggal sendiri dia kan butuh hiburan kalau tidak ada hiburan dia pasti bisa stress apalagi kalau dia itu sukanya menyendiri😢😢,trus gimana yang anak nya tinggal sendiri dia kan butuh hiburan kalau tidak ada hiburan dia pasti bisa stress apalagi kalau dia itu sukanya menyendiri,-36,negative,0
iLERE4VmtZc,Alhamdulillah peraturan yang paling keren bagi ortu di NKRI semoga terlaksana dengan lancar dan sukses 👍,alhamdulillah peraturan yang paling keren bagi ortu di nkri semoga terlaksana dengan lancar dan sukses,-3,negative,0
iLERE4VmtZc,Setuju buk,setuju buk,-3,negative,0
iLERE4VmtZc,Anak2 ga sebodoh itu memasukan usia aslinya saat buat akun😅,anak2 ga sebodoh itu memasukan usia aslinya saat buat akun,-1,negative,0
iLERE4VmtZc,Dari dulu pemerintah kemana aja,dari dulu pemerintah kemana aja,-2,negative,0
iLERE4VmtZc,Judol gak lu blokir pea😂,judol gak lu blokir pea,-3,negative,0
iLERE4VmtZc,Kok judi sama pinjol enggak iya?!,kok judi sama pinjol enggak iya,3,positive,1
iLERE4VmtZc,Saya setuju juga Tapi Saya ini Sudah beruia 16 tahun Saya sudah SMK,saya setuju juga tapi saya ini sudah beruia 16 tahun saya sudah smk,-16,negative,0
iLERE4VmtZc,Niat buat bapak-bapak DPR ke panik bapak iyaa,niat buat bapak bapak dpr ke panik bapak iyaa,-3,negative,0
iLERE4VmtZc,Ini buat ibu-ibu ya judi online aja di kagak ditanggepin Bu ini cuman kami belajar lewat HP judi online masih banyak sampai sekarang sekarang judi online bisa di-download lewat Play store,ini buat ibu ibu ya judi online aja di kagak ditanggepin bu ini cuman kami belajar lewat hp judi online masih banyak sampai sekarang sekarang judi online bisa di download lewat play store,-11,negative,0
iLERE4VmtZc,Tapi korupsi malah di biarin aja🤣🤣,tapi korupsi malah di biarin aja,-6,negative,0
iLERE4VmtZc,Masa hoax si saya lebih setuju kalo itu benar² dijalankan,masa hoax si saya lebih setuju kalo itu benar dijalankan,-16,negative,0
iLERE4VmtZc,tidak setuju,tidak setuju,-2,negative,0
iLERE4VmtZc,Tai knp gak dari umur 9 tahun,tai knp gak dari umur 9 tahun,-4,negative,0
iLERE4VmtZc,YouTube jahatlah saya belajarnya di situ😢😢,youtube jahatlah saya belajarnya di situ,-3,negative,0
iLERE4VmtZc,Tidak setuju semua orang punya hak untuk bermain medsos sok ngatur kalo mau semua umur aja ga boleh bermain medsos  emang pemerintah mau ganti semua game gua yang udah gua top up kalo gabisa ya Jagan ya rugi si kita juga,tidak setuju semua orang punya hak untuk bermain medsos sok ngatur kalo mau semua umur aja ga boleh bermain medsos emang pemerintah mau ganti semua game gua yang udah gua top up kalo gabisa ya jagan ya rugi si kita juga,-17,negative,0
iLERE4VmtZc,jangan YouTube lah,jangan youtube lah,-3,negative,0
iLERE4VmtZc,"😂saya pikir gakan jalan bu saya yakin gakan jalan,,,,kalau ibu melaran anak memegan hp saya baru percaya pasti anak anak kan bebas dari medsos,tapi kalau ibu hanya melarang untuk batasan usia di medsos,karna sistem bisa mereka akalin bu😂<br><br>Sebagai contoh nyata,gagra covid anak anak wajib punya hp untuk blajar,sampe sekarang covid nyah dah musnah kadang di sekolahan ttp blajar online,,,,gimanatuh",saya pikir gakan jalan bu saya yakin gakan jalan kalau ibu melaran anak memegan hp saya baru percaya pasti anak anak kan bebas dari medsos tapi kalau ibu hanya melarang untuk batasan usia di medsos karna sistem bisa mereka akalin bu sebagai contoh nyata gagra covid anak anak wajib punya hp untuk blajar sampe sekarang covid nyah dah musnah kadang di sekolahan ttp blajar online gimanatuh,-43,negative,0
iLERE4VmtZc,setuju gimanaaa ....sekarang itu pelajaran sekolah aja on line lewat hp ... terus gimana ...,setuju gimanaaa sekarang itu pelajaran sekolah aja on line lewat hp terus gimana,-4,negative,0
iLERE4VmtZc,Yutub Jaan Di belo kit aku mau meenjakan  pr Gimana Jaan gi mana😢😢😢😢😢😢😢😢😢,yutub jaan di belo kit aku mau meenjakan pr gimana jaan gi mana,-2,negative,0
iLERE4VmtZc,kalau orang tua atau bapak saya main Facebook gag papa karena bapak saya suka main Facebook😅,kalau orang tua atau bapak saya main facebook gag papa karena bapak saya suka main facebook,-19,negative,0
iLERE4VmtZc,"Aku umur 9 plliiss jagan <a href=""https://www.youtube.com/watch?v=iLERE4VmtZc&amp;t=189"">3:09</a>",aku umur 9 plliiss jagan,-3,negative,0
iLERE4VmtZc,Woi jagan la di belokir la aku plliissss,woi jagan la di belokir la aku plliissss,-1,negative,0
iLERE4VmtZc,"Padahal harusnya jangan diblokir sosmednya, seharusnya hapus dan blokir aja hal buruknya!!!!! Sangat baik? memang agak benar, dibatasi? Ini bukan dibatasi! Tapi di hapus.",padahal harusnya jangan diblokir sosmednya seharusnya hapus dan blokir aja hal buruknya sangat baik memang agak benar dibatasi ini bukan dibatasi tapi di hapus,-26,negative,0
iLERE4VmtZc,"Padahal tidak semua anak-anak itu hanya main hp (bermain game juga), tapi belajar lewat hp nya juga<br><br>Jika tidak memegang hp pasti tetap belajar<br><br>Bahkan walaupun anak yang hanya bisa bermain hp pun dan tidak belajar bisa belajar juga lewat game edukasi juga/bisa belajar pesan moral dari game",padahal tidak semua anak anak itu hanya main hp bermain game juga tapi belajar lewat hp nya juga jika tidak memegang hp pasti tetap belajar bahkan walaupun anak yang hanya bisa bermain hp pun dan tidak belajar bisa belajar juga lewat game edukasi juga bisa belajar pesan moral dari game,-26,negative,0
iLERE4VmtZc,kita harus demo🎉,kita harus demo,-8,negative,0
iLERE4VmtZc,GAKMAU SETUJU!!!!!!!!!!!!!!,gakmau setuju,-3,negative,0
iLERE4VmtZc,EMG Sih Bermanfaat tapi kenapa cuma untuk  itu GK judol/judi online yah EMG itu penting tapi jangan YouTube ya YouTube itu banyak bocil kesusahan Ngeyoutube susah payahnya byangkan cuma modal konten kosong dan konten gambar cuma cuma percuma urusin judol tolong urusin judol dari kemarin judol belum waras wars tolong pemerintah pleasee,emg sih bermanfaat tapi kenapa cuma untuk itu gk judol judi online yah emg itu penting tapi jangan youtube ya youtube itu banyak bocil kesusahan ngeyoutube susah payahnya byangkan cuma modal konten kosong dan konten gambar cuma cuma percuma urusin judol tolong urusin judol dari kemarin judol belum waras wars tolong pemerintah pleasee,-53,negative,0
iLERE4VmtZc,"WHAT ibu ibuk ndk tau Roblox itu kek mna main hpus hpus aj,sy dh habisin duit untuk robux dn it sia sia???? WHAYY",what ibu ibuk ndk tau roblox itu kek mna main hpus hpus aj sy dh habisin duit untuk robux dn it sia sia whayy,-18,negative,0
iLERE4VmtZc,Bajingan kaparat baiknya mereka masuk neraka 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂Iya Pak iya habis ini apa lgi TV apa gk boleh keluar hah pemerintah apa mending suruh nyakitin aja anak anak,bajingan kaparat baiknya mereka masuk neraka iya pak iya habis ini apa lgi tv apa gk boleh keluar hah pemerintah apa mending suruh nyakitin aja anak anak,-39,negative,0
iLERE4VmtZc,Sangat.setuju.bosssss..,sangat setuju bosssss,-8,negative,0
iLERE4VmtZc,bagus.... media sosial bikin masa depan generasi kita suram.............,bagus media sosial bikin masa depan generasi kita suram,-8,negative,0
iLERE4VmtZc,Peraturan ini hp-nya kena nangis ulang tahun ini udah udah ketakutan kalau udah 16 tahun,peraturan ini hp nya kena nangis ulang tahun ini udah udah ketakutan kalau udah 16 tahun,-13,negative,0
iLERE4VmtZc,Terus gimana satu satu nya temen aku di YouTube doang selama ini aku sudah hidup selalu di buli sama semua orang dan gak di percaya semua orang aku mampir bundir gara gara Ita tapi satu satu nya temen aku ada di YouTube gimana ini aku gak mahu sendirian lagi 😭😭,terus gimana satu satu nya temen aku di youtube doang selama ini aku sudah hidup selalu di buli sama semua orang dan gak di percaya semua orang aku mampir bundir gara gara ita tapi satu satu nya temen aku ada di youtube gimana ini aku gak mahu sendirian lagi,-37,negative,0
iLERE4VmtZc,Giliran judol gak di nonaftikan 😂😂,giliran judol gak di nonaftikan,3,positive,1
iLERE4VmtZc,Klo bisa game online epep mlh aov PUBG dan roblok di hapus skalian bikin toxic ga punya adab,klo bisa game online epep mlh aov pubg dan roblok di hapus skalian bikin toxic ga punya adab,-1,negative,0
iLERE4VmtZc,Yg harus dibenerin situs luarnya blokir aja google youtube dll klo g tegas,yg harus dibenerin situs luarnya blokir aja google youtube dll klo g tegas,-7,negative,0
