video_id,comment,clean_comment,label
fX2bE5ecHy4,Aku bisa bahasa inggris ngejalanin kereta dari Roblox dan aku suka liatin adzan di Indonesia,aku bisa bahasa inggris ngejalanin kereta dari roblox dan aku suka liatin adzan di indonesia,negative
19eKDDkJt6w,ff ml di blokir enggak,ff ml di blokir enggak,neutral
0Sa4S97M-uM,"Peraturan mulai,tp sekolah mau online",peraturan mulaitp sekolah mau online,negative
xOLutbfafBo,"apa apaan dah hp hp sendiri yang beli orang tua kok yang ngatur pemerintah, kita juga butuh medsos buat belajar hp hp nya siapa yang ngatur pemerintah",apa apaan dah hp hp sendiri yang beli orang tua kok yang ngatur pemerintah kita juga butuh medsos buat belajar hp hp nya siapa yang ngatur pemerintah,negative
RsKRrIp--Mg,"Nahh ini karna abg nya bahas nya kurang jelas ini yang tepat, di google ada yang bilang itu berita (HOAKS) dan yang lebih aneh komdigi yang post tapi ada tulisan kecil(tiktok, YouTube, bigo live, roblox, Instagram, dll)akan di nonaktifkan tapii bukan blok YouTube dan dll tapi blok akun anak di bawah 16 th nahhh itu yang lebih jelass",nahh ini karna abg nya bahas nya kurang jelas ini yang tepat di google ada yang bilang itu berita hoaks dan yang lebih aneh komdigi yang post tapi ada tulisan keciltiktok youtube bigo live roblox instagram dllakan di nonaktifkan tapii bukan blok youtube dan dll tapi blok akun anak di bawah 16 th nahhh itu yang lebih jelass,neutral
0Sa4S97M-uM,Knapa gak dari dulu bluk,knapa gak dari dulu bluk,positive
_M85Z0Beq_g,Roblox gak dibolehin roblox delta solusinya link nya gk gw kasih nanti pemerintah tau kan dia bego,roblox gak dibolehin roblox delta solusinya link nya gk gw kasih nanti pemerintah tau kan dia bego,neutral
p8p-sAq_hhI,Gak bisa main sosial,gak bisa main sosial,neutral
iLERE4VmtZc,Judol gak lu blokir pea😂,judol gak lu blokir pea,negative
tuaZNgn2rcc,Pilih pilih aplikasi,pilih pilih aplikasi,neutral
TdyE62mSXx0,Gw umur 40 tapi di FB jadi 16 tahun ..gimana itu coba padahal di setingan profil awal sesuai tahun kelahiran tiba2 berubah,gw umur 40 tapi di fb jadi 16 tahun gimana itu coba padahal di setingan profil awal sesuai tahun kelahiran tiba2 berubah,neutral
tuaZNgn2rcc,authentication bgmn?,authentication bgmn,neutral
V_mvjaonG-w,Biasanya kebanyakan pelajar,biasanya kebanyakan pelajar,neutral
LFfRhLKHdJA,Judol dan pinjol masih berjaya,judol dan pinjol masih berjaya,negative
iLERE4VmtZc,Bu ujian nya pakai intragam dan daftar sekolah juga,bu ujian nya pakai intragam dan daftar sekolah juga,negative
LFfRhLKHdJA,"Hapus tiktok juga game online,sudah sakit parah kok baru diobati,masa corona dulu saya pribadi sudah mengeluhkan hal itu,sekarang lihatlah akibatnya.",hapus tiktok juga game onlinesudah sakit parah kok baru diobatimasa corona dulu saya pribadi sudah mengeluhkan hal itusekarang lihatlah akibatnya,positive
NzMXdwZm8B0,Cok hoax cok,cok hoax cok,neutral
R1hQwelEGvU,Woy judol lu gak banned kasian Tuh yang bikin roblox,woy judol lu gak banned kasian tuh yang bikin roblox,negative
RsKRrIp--Mg,Youtube gak salah apa apa wok kalau emang ada chennel yang salah ya blokir aja,youtube gak salah apa apa wok kalau emang ada chennel yang salah ya blokir aja,negative
tuaZNgn2rcc,Yang penting situs judol masih boleh kan? Pemerintah koplak,yang penting situs judol masih boleh kan pemerintah koplak,negative
nVMFsgHRcnY,Hoaks tuh jangan percaya,hoaks tuh jangan percaya,neutral
lM-QZ4uCXuk,lu gak tau Roblox ya? dulu buat belajar tapi makin lama pindah ke game tapi hal kreasi masih ada!,lu gak tau roblox ya dulu buat belajar tapi makin lama pindah ke game tapi hal kreasi masih ada,negative
iLERE4VmtZc,gk percaya hari ini udh tanggal 28 maret hoaxxxx,gk percaya hari ini udh tanggal 28 maret hoaxxxx,neutral
NzMXdwZm8B0,Setuju biar bocil ngehina agama GK ada lagi akun nya di ilangin awokwok 😂😂😂😂😂 nangis loh bocil² tomlol yang suka rasis sok² ngerti politik bocil² juga,setuju biar bocil ngehina agama gk ada lagi akun nya di ilangin awokwok nangis loh bocil tomlol yang suka rasis sok ngerti politik bocil juga,positive
R1hQwelEGvU,Baru kali ini aku setuju dg kebijakan Pemerintah❤,baru kali ini aku setuju dg kebijakan pemerintah,positive
lM-QZ4uCXuk,Hai gw masih disini,hai gw masih disini,neutral
2BdXibzPPyc,Komdigi itu mamang jahat macam mana aku bisa main bareng sama temanku btw aku umur 9 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭siapa yang setuju medsos tidak di blokir,komdigi itu mamang jahat macam mana aku bisa main bareng sama temanku btw aku umur 9 siapa yang setuju medsos tidak di blokir,negative
aZEtsruDoQc,GAK SETUJU KOK GAME JUDI KAGAK KENA BODOH LU INI BUKAN BUAT KEAMANAN TAPI BIKIN ANAK STREES NANTI KALO ANAK NYA MALAH MAIN GAME JUDI KAN GAK LUCU MENDING LU NONAKTIFKAN GAME JUDI JUDI LEBIH BERBAHAYA LU BILANG LEBIH BAIK BAIK BAPAK KAU,gak setuju kok game judi kagak kena bodoh lu ini bukan buat keamanan tapi bikin anak strees nanti kalo anak nya malah main game judi kan gak lucu mending lu nonaktifkan game judi judi lebih berbahaya lu bilang lebih baik baik bapak kau,negative
OBb8iLYgMu4,Robolox🥹🥹🥹🥺🥺🥺😭😭😭,robolox,negative
vk2Ynj24qNA,Minimal pikir lah masa kami kerja keras mencapai tujuan itu gk mudah woy pikir lh jgn cuma ngomong doang,minimal pikir lah masa kami kerja keras mencapai tujuan itu gk mudah woy pikir lh jgn cuma ngomong doang,negative
RsKRrIp--Mg,Gak gua gak setuju 🥀🥀,gak gua gak setuju,negative
p8p-sAq_hhI,Pikirin judol dulu oy,pikirin judol dulu oy,negative
vk2Ynj24qNA,Judol belum diurusin jirr,judol belum diurusin jirr,negative
0Sa4S97M-uM,yg jelas2 judol merusak n bnyk korban smua lpisan msyrkat jd korbannya kok gk ditindaklanjuti woyyy,yg jelas2 judol merusak n bnyk korban smua lpisan msyrkat jd korbannya kok gk ditindaklanjuti woyyy,negative
LFfRhLKHdJA,Rakyat melarang cari presiden OMOM _OMON,rakyat melarang cari presiden omom omon,negative
C8XBDjbPNNU,Bagusss,bagusss,positive
C8XBDjbPNNU,Pemerintah gak ada otak gak semua nya kayak gitu 😡,pemerintah gak ada otak gak semua nya kayak gitu,negative
R1hQwelEGvU,Woiii yang bener aja masa gak boleh YouTube sama Roblox kan romblox sekarang gak bisa chat sama YouTube gak aneh aneh kecuali orang dewasa woiii kami masih anak kecil masih 13 tahun mana ada nonton begituan pliss jangan di lakukan praturan anehhh itu karena semua anak termasuk bayi juga kena blokir kalian bikin praturan yang bener dong masak gak nyambung gitu anak bayi ya gak bisa nonton YouTube jangan lakukan ituuuuu!!!!!,woiii yang bener aja masa gak boleh youtube sama roblox kan romblox sekarang gak bisa chat sama youtube gak aneh aneh kecuali orang dewasa woiii kami masih anak kecil masih 13 tahun mana ada nonton begituan pliss jangan di lakukan praturan anehhh itu karena semua anak termasuk bayi juga kena blokir kalian bikin praturan yang bener dong masak gak nyambung gitu anak bayi ya gak bisa nonton youtube jangan lakukan ituuuuu,negative
cqVq6jZn0CM,ya benar anak2 biar fokus pelajaranya GK bleh lain hp terus menerus bisa pikiranya Ter gangu,ya benar anak2 biar fokus pelajaranya gk bleh lain hp terus menerus bisa pikiranya ter gangu,positive
p8p-sAq_hhI,Secanggih apapun teknologi nya buat blokir akun dibawah 16 tahun tetep aja ke bobolan 🗿,secanggih apapun teknologi nya buat blokir akun dibawah 16 tahun tetep aja ke bobolan,negative
NzMXdwZm8B0,Aduh gimana umur ku udah 16 lagi gimana sedikit lagi mau 28 maret 2026😢😢,aduh gimana umur ku udah 16 lagi gimana sedikit lagi mau 28 maret 2026,negative
_M85Z0Beq_g,WEH ROBLOX ITU ADA EDUKASI NYA NAIK GUNUNG. URUSIN DULU TAURAN,weh roblox itu ada edukasi nya naik gunung urusin dulu tauran,negative
dVTaBKZLsds,"Yang jelas HP merusak anak anak bisa emang negara membatasi program yutup Gogel ingat rehabilitasi kena dampak HP ini sulit sembuh dari pada orang kena narkoba dan barang barang haram dipakai apakah negara ingin jerumusi generasi muda kedepan dengan pendidikan dering ,lebih aman menual dari pada elektronik ingat pencurian lebih banyak lewat elek tronik pembunuhan pun begitu mang kanya penting guru mendidik adap aklag prilaku diperatekkin langsung emang prokram elektronik bisa????!!!! Cuman tiori aja okesalam sadar",yang jelas hp merusak anak anak bisa emang negara membatasi program yutup gogel ingat rehabilitasi kena dampak hp ini sulit sembuh dari pada orang kena narkoba dan barang barang haram dipakai apakah negara ingin jerumusi generasi muda kedepan dengan pendidikan dering lebih aman menual dari pada elektronik ingat pencurian lebih banyak lewat elek tronik pembunuhan pun begitu mang kanya penting guru mendidik adap aklag prilaku diperatekkin langsung emang prokram elektronik bisa cuman tiori aja okesalam sadar,positive
viGBwFO3nDA,Yea,yea,neutral
19eKDDkJt6w,😠😠😠😠😠😠😡😠😠😠😡😡😠👎👎👎👎👎👎👎👎👎👎😠😠😠😡 sound system horeg,sound system horeg,negative
2BdXibzPPyc,Seharusnya tu yang batasi tu 11 atau 10 karena banyak anak² yang toxic sama bullying dan lain-lainnya.kenapa harus dibawah 16 sih😔🥀😭🙏,seharusnya tu yang batasi tu 11 atau 10 karena banyak anak yang toxic sama bullying dan lainlainnyakenapa harus dibawah 16 sih,negative
QDj0g7Xw2rg,Ehmm my subs? &quot;2&#39;16 rb subs&quot;,ehmm my subs 216 rb subs,negative
19eKDDkJt6w,Woi pemerintah,woi pemerintah,negative
aZEtsruDoQc,Tapi kenapa judi masi ada tapi 8 avikasa pasti di batasi tapi ada daera sumur cari air besing  gak bantu sama pemerita selama 80 tahu tapi ada youtuber yaitu bang widang bantu permuda cari air besir gimana sik pemerita gak bantu daera yang kesusaha cari air benii,tapi kenapa judi masi ada tapi 8 avikasa pasti di batasi tapi ada daera sumur cari air besing gak bantu sama pemerita selama 80 tahu tapi ada youtuber yaitu bang widang bantu permuda cari air besir gimana sik pemerita gak bantu daera yang kesusaha cari air benii,negative
iLERE4VmtZc,Saya mah oke oke saja tapi mungkin beberapa youtuber roleplay akan jadi tidak laku dan beberapa game akan bangkrut,saya mah oke oke saja tapi mungkin beberapa youtuber roleplay akan jadi tidak laku dan beberapa game akan bangkrut,positive
8i7X3KrGeF0,Lah gua umur 10 masih bisa main nih,lah gua umur 10 masih bisa main nih,neutral
R1hQwelEGvU,Ibarat anak kita mau makan ikan pasti kita ajarin jangan makan durinya bukan berarti gk boleh makan ikan. Nah jadi sama seharusnya dibatasi bukan di nonaktifkan,ibarat anak kita mau makan ikan pasti kita ajarin jangan makan durinya bukan berarti gk boleh makan ikan nah jadi sama seharusnya dibatasi bukan di nonaktifkan,negative
V_mvjaonG-w,TERLAMBATTT....,terlambattt,negative
LSrWXE05LNY,gak adil ini mah yang mau ikut demo ke pemerintah bawa senjata <br>👇<br>👇,gak adil ini mah yang mau ikut demo ke pemerintah bawa senjata,negative
R1hQwelEGvU,"Negara siapa sih ini, gk ngerti lagi I semua di larang pantes gk maju maju, negara yg lebih maju aja gk sampe kayak gini nya, pindah negara lah aku ke Jepang kali ya, di situ bebas damai, capek saya dengan kondisi indonesia ini😒😤",negara siapa sih ini gk ngerti lagi i semua di larang pantes gk maju maju negara yg lebih maju aja gk sampe kayak gini nya pindah negara lah aku ke jepang kali ya di situ bebas damai capek saya dengan kondisi indonesia ini,negative
tuaZNgn2rcc,tumben bhagia,tumben bhagia,positive
0Sa4S97M-uM,Hoaks bro 😂,hoaks bro,neutral
aZEtsruDoQc,Bentar lagi Roblox dihapus ❤🎉❤😂🎉❤😂🎉❤😂😂😂😂😂😂😂😂🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,bentar lagi roblox dihapus,positive
2BdXibzPPyc,semoga sekalian game gamenya dong agar anak bisa tau tujuan game apa karena masih banyak amak di game kayak fokus banget sampai kalo ga sesuai keinginan mereka bisa marah atau rasis. makasih ini cmn menurut saran saya saja.,semoga sekalian game gamenya dong agar anak bisa tau tujuan game apa karena masih banyak amak di game kayak fokus banget sampai kalo ga sesuai keinginan mereka bisa marah atau rasis makasih ini cmn menurut saran saya saja,positive
OBb8iLYgMu4,lah ini udah April  Roblox masih ada,lah ini udah april roblox masih ada,neutral
V_mvjaonG-w,"RAKYAT MENOLAK INI KOMDIGI,,ANAK INI ANAK KAMI,,TERSERAH KAMI KASIH HP ATAU LEPTOP,,,,KAMI MENOLAK,,LEBIH BAIK ANDA MENGURUSI MENU MBG",rakyat menolak ini komdigianak ini anak kamiterserah kami kasih hp atau leptopkami menolaklebih baik anda mengurusi menu mbg,negative
JrCe8CVR1KY,Woi Roblox kenapa harus diseret kenapa mobile legends aja mobile legends kan mainnya meledak-ledak,woi roblox kenapa harus diseret kenapa mobile legends aja mobile legends kan mainnya meledakledak,negative
V_mvjaonG-w,Dah telattt,dah telattt,negative
RsKRrIp--Mg,Yakin,yakin,neutral
OBb8iLYgMu4,demo demo demo biar anak anak bahagia untuk bermain gang setuju demo,demo demo demo biar anak anak bahagia untuk bermain gang setuju demo,negative
cqVq6jZn0CM,Iya sekarang kacau ga ada anak kecil sehabis tarawij di masjid dan mushola,iya sekarang kacau ga ada anak kecil sehabis tarawij di masjid dan mushola,positive
hzDavp3DQo4,Anak aman✅ anak stres👺,anak aman anak stres,negative
hzDavp3DQo4,"itu hanya hoax, pas aku bikin konten diyoutube tanggal 28 maret aku nggak ada diblokir akun aku",itu hanya hoax pas aku bikin konten diyoutube tanggal 28 maret aku nggak ada diblokir akun aku,neutral
NzMXdwZm8B0,Gak betul,gak betul,negative
TdyE62mSXx0,Laskar udah tanggal 28 goblok kok nggak sih apa jangan-jangan yang bikin aku sendiri ya kan aku gua kan pakai akun bapak gua,laskar udah tanggal 28 goblok kok nggak sih apa janganjangan yang bikin aku sendiri ya kan aku gua kan pakai akun bapak gua,negative
aZEtsruDoQc,"Namun yang tidak memakai buat keburukan ya gimana? Harusnya orang tua damping anak mereka, malah langsung diberi akses penuh tanpa mendampingi. Jadinya orang yang tidak memakai buat yang tidak baik jadi kena seperti saya.",namun yang tidak memakai buat keburukan ya gimana harusnya orang tua damping anak mereka malah langsung diberi akses penuh tanpa mendampingi jadinya orang yang tidak memakai buat yang tidak baik jadi kena seperti saya,negative
hzDavp3DQo4,GIMMICK GIMMICK PEMERINTAH SAJA INI HANYA MRNGGERTAK SAJA TANPA BERTINDAK  <br>Inpo lapor ketua <br>&quot;Jangan percaya dengan Janji Janji pemerintah karena PEMERINTAH ITU PEMBOHONG,gimmick gimmick pemerintah saja ini hanya mrnggertak saja tanpa bertindak inpo lapor ketua jangan percaya dengan janji janji pemerintah karena pemerintah itu pembohong,negative
0Sa4S97M-uM,"Anak itu lebih pintar dari pada ortunya , tinggal daftar pake akun ortu atau om nya kelar 😂",anak itu lebih pintar dari pada ortunya tinggal daftar pake akun ortu atau om nya kelar,negative
hzDavp3DQo4,Tapi udah lewat tanggal 28 maret akun ku aman aman aja🗿🗿,tapi udah lewat tanggal 28 maret akun ku aman aman aja,neutral
viGBwFO3nDA,Dibatasi doang kayaknya (kalo gw salah kasih tau),dibatasi doang kayaknya kalo gw salah kasih tau,neutral
R1hQwelEGvU,Wah Ini Beneran Gak Tanggal 28 Maret 2026 Usia Tahun 16 Tahun Roblox Dan YoTube Tiktok Dong 😭,wah ini beneran gak tanggal 28 maret 2026 usia tahun 16 tahun roblox dan yotube tiktok dong,negative
R1hQwelEGvU,"Kenapa di banned,para bocil yang sedang berusaha berkarya di banned<br><br>Kasihan, mereka sudah berusaha kreatif tapi pemerintah malah melarang. <br>Tapi kalo anak² yang dance² gak jelas baru gw setuju tapi, bagi para animator anak² kreatif jangan ya,anak² sekarang di usia dini(10+ tahun) sudah sangat kreatif membuat berbagai animasi. <br><br>Jadi tolong pertimbangkan",kenapa di bannedpara bocil yang sedang berusaha berkarya di bannedkasihan mereka sudah berusaha kreatif tapi pemerintah malah melarang tapi kalo anak yang dance gak jelas baru gw setuju tapi bagi para animator anak kreatif jangan yaanak sekarang di usia dini10 tahun sudah sangat kreatif membuat berbagai animasi jadi tolong pertimbangkan,negative
V_mvjaonG-w,Setuju!!,setuju,positive
19eKDDkJt6w,Gak jelas bener pengusaha kecil doang diperbesar harus sepele diperbesar juga nggak usah dilarang lah sama main ini kok daripada aku gak boleh main ditambah lagi ku kau,gak jelas bener pengusaha kecil doang diperbesar harus sepele diperbesar juga nggak usah dilarang lah sama main ini kok daripada aku gak boleh main ditambah lagi ku kau,negative
NzMXdwZm8B0,Hoax banget padahal,hoax banget padahal,neutral
DfYhY-bKsZI,Dasar gatau diri😡😡😡😡🤬🤬😡😡😡🤬😡🤬🤬😡😡🤬,dasar gatau diri,negative
Hy5rx58GES4,jangan dulu umur ku 20,jangan dulu umur ku 20,neutral
JrCe8CVR1KY,Gak boleh dong kan aku umur 13😢,gak boleh dong kan aku umur 13,negative
V_mvjaonG-w,ML enggak kan?,ml enggak kan,negative
19eKDDkJt6w,Katanya roblox jadi tambah bagus rupanya tambah burik😂😂,katanya roblox jadi tambah bagus rupanya tambah burik,neutral
_M85Z0Beq_g,Pemerintaha jangan coba kamu cari video 28 maret 2926 banyak yang sedih lho plisss jangannn😭😭,pemerintaha jangan coba kamu cari video 28 maret 2926 banyak yang sedih lho plisss jangannn,negative
xOLutbfafBo,Meskipun roblox gaada masih ada minecraft buat kita mainin,meskipun roblox gaada masih ada minecraft buat kita mainin,neutral
_M85Z0Beq_g,kan ada gotube ada twitch ada capcut,kan ada gotube ada twitch ada capcut,neutral
JrCe8CVR1KY,Noooo  😢😢😢,noooo,negative
2BdXibzPPyc,Gtw lagi ak mah,gtw lagi ak mah,neutral
iLERE4VmtZc,Anak2 ga sebodoh itu memasukan usia aslinya saat buat akun😅,anak2 ga sebodoh itu memasukan usia aslinya saat buat akun,negative
19eKDDkJt6w,Padahal bisa tes IQ,padahal bisa tes iq,neutral
LSrWXE05LNY,Sok ngatur,sok ngatur,negative
0Sa4S97M-uM,mengenai perlindungan anak sebetulnya biarlah orang tua masing2 yang menjaga.!<br>kenapa memberlakukan pembatasan PP MEDSOS &amp; LAIN2<br>anak2 itu berhak mau lihat dunia mereka baik medsos maupun lainnya.<br>karena sebagian ada konten yang mengedukasi.<br><br>dari pada pembatasan PP mending Berantas itu JUDI ONLINE Yang masih berkeliaran dimana2 yang merugikan masyarakat banyak kabar dimana2 yang berujung kekerasan hingga korban jiwa,mengenai perlindungan anak sebetulnya biarlah orang tua masing2 yang menjagakenapa memberlakukan pembatasan pp medsos lain2anak2 itu berhak mau lihat dunia mereka baik medsos maupun lainnyakarena sebagian ada konten yang mengedukasidari pada pembatasan pp mending berantas itu judi online yang masih berkeliaran dimana2 yang merugikan masyarakat banyak kabar dimana2 yang berujung kekerasan hingga korban jiwa,negative
fX2bE5ecHy4,"Kalau ini melindungi benar” melindungi, buktikan dulu efektif !",kalau ini melindungi benar melindungi buktikan dulu efektif,neutral
R1hQwelEGvU,😭😭😭😭 ko gitu mau di bolokir,ko gitu mau di bolokir,negative
TdyE62mSXx0,ba**t  kita juga butuh hibulan,bat kita juga butuh hibulan,negative
tuaZNgn2rcc,"Bohoong,, buktinya masih banyak anak2 di bawah 16 thn yg main tik tok",bohoong buktinya masih banyak anak2 di bawah 16 thn yg main tik tok,neutral
_M85Z0Beq_g,Mampus pemerintah sampah 😂,mampus pemerintah sampah,negative
p8p-sAq_hhI,Tapi kan hp bisa belajar dan bisa buat informasi di Indonesia sekarang lagian aku gak make buat² macam macam kok jahat bgt sih 🤨 kok korup GK di batasi kenapaaa judi GK di batasi kenapa hah??. Lagian juga bocil harus punya hak untuk bermain hp nah klo covid kan harus pake hp Why is the government evil?. Klo Roblox bisa belajar bahasa inggris loh. Yang setuju like 👍,tapi kan hp bisa belajar dan bisa buat informasi di indonesia sekarang lagian aku gak make buat macam macam kok jahat bgt sih kok korup gk di batasi kenapaaa judi gk di batasi kenapa hah lagian juga bocil harus punya hak untuk bermain hp nah klo covid kan harus pake hp why is the government evil klo roblox bisa belajar bahasa inggris loh yang setuju like,negative
fX2bE5ecHy4,yang bilang setuju fix gk waras masa orang mau nonton gk boleh perundungan lah cyber bulliying lah gk semua kayak gitu masa yang salah siapa yang kena juga siapa,yang bilang setuju fix gk waras masa orang mau nonton gk boleh perundungan lah cyber bulliying lah gk semua kayak gitu masa yang salah siapa yang kena juga siapa,negative
p8p-sAq_hhI,"Terimakasih pemerintah sudah memikirkan sejauh ini, <br>walaupun hasilnya kecil kemungkinan.<br> ttp setidaknya pemerintah sudah mengambil bagian",terimakasih pemerintah sudah memikirkan sejauh ini walaupun hasilnya kecil kemungkinan ttp setidaknya pemerintah sudah mengambil bagian,positive
RsKRrIp--Mg,"Bye bye kiddo 😂😂😂, finally",bye bye kiddo finally,positive
R1hQwelEGvU,Mbak nya rela dibenci anak² untuk memperbaiki mereka terimakasih banyak 🥹🥹🥹,mbak nya rela dibenci anak untuk memperbaiki mereka terimakasih banyak,positive
JrCe8CVR1KY,😢😢😢😢😢 toooooloooool,toooooloooool,negative
QDj0g7Xw2rg,Wuuuuu,wuuuuu,negative
vk2Ynj24qNA,Pikir kids pikirlah bodoh anak dibatasi coba koruptor itu dibiarkan lepas coba anak kebebasan anak diambil pikirlah bodoh,pikir kids pikirlah bodoh anak dibatasi coba koruptor itu dibiarkan lepas coba anak kebebasan anak diambil pikirlah bodoh,negative
hzDavp3DQo4,Bader anti marah 😎: jangan marah gw tabrak 📢,bader anti marah jangan marah gw tabrak,neutral
tuaZNgn2rcc,"PERATURAN GAK JELAS!! JUDI ONLINE AJ GK DI LARANG, SEDANGKAN GAME ROBLOX YG GK AD SALAH MALAH DI LARANG, PERATURAN GK JELAS!!",peraturan gak jelas judi online aj gk di larang sedangkan game roblox yg gk ad salah malah di larang peraturan gk jelas,negative
2BdXibzPPyc,Alah 😂,alah,neutral
p8p-sAq_hhI,Demo lagi g sih 🗿 <br><br><br>Yang setuju <br>                                           👇,demo lagi g sih yang setuju,negative
LSrWXE05LNY,Mirib kau majam krum tor,mirib kau majam krum tor,neutral
vk2Ynj24qNA,Woi kamu bohong saya masih bisa buka YouTube tanpa ada diblokir sama sekali dasar pembohong,woi kamu bohong saya masih bisa buka youtube tanpa ada diblokir sama sekali dasar pembohong,neutral
0Sa4S97M-uM,Judo tuhl yang paling meresahkan,judo tuhl yang paling meresahkan,negative
QDj0g7Xw2rg,"HEH IBUK TUA, KAMI NIH UDAH REMAJAAAAAA KAMI UDAH BUTUH SOSMED-SOSMED!! YAKALI ANAK 15 TAHUN NONTON YOUTUBE KIDS! LANGKAH TERBAIK BAPAK LO, UDAH TAU PEMBULIAN DARI KEMARIN KOK BARU LO NONAKTIF SIH!!!!",heh ibuk tua kami nih udah remajaaaaaa kami udah butuh sosmedsosmed yakali anak 15 tahun nonton youtube kids langkah terbaik bapak lo udah tau pembulian dari kemarin kok baru lo nonaktif sih,negative
hzDavp3DQo4,Ajin,ajin,neutral
p8p-sAq_hhI,"Buk, harus nya yang dibatasi itu cuma tiktok sama Facebook aja buk",buk harus nya yang dibatasi itu cuma tiktok sama facebook aja buk,negative
KFR9jjVi1D4,JUDOL DI BIARIN MEDSOS MALAH DI SALAHIN 😂,judol di biarin medsos malah di salahin,negative
vk2Ynj24qNA,Aaaaaaaah udah di Roblox g bisa chat tambah pusing anj 😡😡😡 aaaah aturan apa lagi coba sekarang makin parah,aaaaaaaah udah di roblox g bisa chat tambah pusing anj aaaah aturan apa lagi coba sekarang makin parah,negative
19eKDDkJt6w,Menurut kami semua ide kalian itu BODOH kalian GK sadar ap! Indonesia ini udh GK baik-baik saja,menurut kami semua ide kalian itu bodoh kalian gk sadar ap indonesia ini udh gk baikbaik saja,negative
iLERE4VmtZc,Tai knp gak dari umur 9 tahun,tai knp gak dari umur 9 tahun,negative
Hy5rx58GES4,"Syukur alhamdullah, bisa ada aturan ini.",syukur alhamdullah bisa ada aturan ini,positive
V_mvjaonG-w,"Semoga saja hal ini sejalan dengan pihak sekolah. <br><br>Karena banyak sekolah - sekolah yang berlomba - lomba upload aktivitas sekolah nya ke sosmed... <br><br>Bahkan tidak jarang pula, siswa - siswi nya diharuskan meng-upload aktivitas mereka ke sosmed.<br><br>Sekali lagi tujuannya sudah pasti sekolah tersebut agar semakin dikenal, tapi di sisi lain punya dampak yang berbeda... <br><br>Menjadi sebuah paradoks",semoga saja hal ini sejalan dengan pihak sekolah karena banyak sekolah sekolah yang berlomba lomba upload aktivitas sekolah nya ke sosmed bahkan tidak jarang pula siswa siswi nya diharuskan mengupload aktivitas mereka ke sosmedsekali lagi tujuannya sudah pasti sekolah tersebut agar semakin dikenal tapi di sisi lain punya dampak yang berbeda menjadi sebuah paradoks,positive
viGBwFO3nDA,MUAHAHAHA <br>tapi karena berita ini malah muncul komenan yang gw benci kayak:<br>&quot;sosmed langsung gercep giliran judol di diemin&quot;pffftt<br>Keknya gak tau berita dah dan gak tau istilah mati satu tumbuh seribu<br><br>Dan juga video nyenggol komdigi bikin gwww muakkk Ampe gw anggap generasi gagal pikiran gagal,muahahaha tapi karena berita ini malah muncul komenan yang gw benci kayaksosmed langsung gercep giliran judol di dieminpfffttkeknya gak tau berita dah dan gak tau istilah mati satu tumbuh seribudan juga video nyenggol komdigi bikin gwww muakkk ampe gw anggap generasi gagal pikiran gagal,neutral
QDj0g7Xw2rg,Judol woi,judol woi,negative
cqVq6jZn0CM,Gw rasanya mau pindah dari Indonesia kalo gini,gw rasanya mau pindah dari indonesia kalo gini,negative
hzDavp3DQo4,Lu urusin judol kon mana reting game gak jelas bagaimana bisa nukitashi kasih 3+,lu urusin judol kon mana reting game gak jelas bagaimana bisa nukitashi kasih 3,negative
19eKDDkJt6w,ff jangan 😢😢😢,ff jangan,neutral
0Sa4S97M-uM,"Tapi anak2 lebih pinter maen hp,aturan ini gak akn ngaruh",tapi anak2 lebih pinter maen hpaturan ini gak akn ngaruh,negative
R1hQwelEGvU,"Langkah terbaik? MATAMU,yang ada malah bikin anak2 DEPRESI",langkah terbaik matamuyang ada malah bikin anak2 depresi,negative
NzMXdwZm8B0,kapan diterapkan dan bagaimana langkah Hukumnya?,kapan diterapkan dan bagaimana langkah hukumnya,neutral
R1hQwelEGvU,Roblox di hapus lah judol kapan di hapus,roblox di hapus lah judol kapan di hapus,negative
tuaZNgn2rcc,Zaman sekarang anak baru lahir udah di buatin FACEBOOK  😂,zaman sekarang anak baru lahir udah di buatin facebook,neutral
viGBwFO3nDA,lantas bagaimana aku yang jualan online buat bantu orang tua,lantas bagaimana aku yang jualan online buat bantu orang tua,negative
0Sa4S97M-uM,Hei bahlil kata nya mau di blokir ayo cepetan,hei bahlil kata nya mau di blokir ayo cepetan,positive
OTk4HFU-xn8,Gile umur gue 7 bentar lagi tanggal 28 mati deh gue💀💀💀💀💀💀,gile umur gue 7 bentar lagi tanggal 28 mati deh gue,negative
QDj0g7Xw2rg,hoax ini ya kalau benar itu tinggal pakai hp ortu kan bisa,hoax ini ya kalau benar itu tinggal pakai hp ortu kan bisa,negative
lM-QZ4uCXuk,Bangga banget ya 😢,bangga banget ya,neutral
xOLutbfafBo,Ga setuju 😡,ga setuju,negative
_M85Z0Beq_g,Keinget mukena merah😢,keinget mukena merah,neutral
JrCe8CVR1KY,Tebak umur ku berapa,tebak umur ku berapa,neutral
8i7X3KrGeF0,Lawak😂 HOAX,lawak hoax,neutral
JrCe8CVR1KY,Judol nya gmn nihh??? 😂😂,judol nya gmn nihh,neutral
