video_id,comment,clean_comment
0Sa4S97M-uM,"Tapi anak2 lebih pinter maen hp,aturan ini gak akn ngaruh",tapi anak2 lebih pinter maen hp aturan ini gak akn ngaruh
0Sa4S97M-uM,Memperkecil akun hacker... Kemungkinan. Di karenakan anak kecil tidak boleh pinter cukup orang tua aja pintar....😂 Di sosmed.. terus judol gimana 😂.. oh mungkin kurang mungkin anau nya makanya tiktok sama Roblox mau di atur 😂😂😂😂 ya biasa 😂😂😂,memperkecil akun hacker kemungkinan di karenakan anak kecil tidak boleh pinter cukup orang tua aja pintar di sosmed terus judol gimana oh mungkin kurang mungkin anau nya makanya tiktok sama roblox mau di atur ya biasa
0Sa4S97M-uM,Mana ini kok gak kena<br>Gak becus lu semua kerja,mana ini kok gak kena gak becus lu semua kerja
0Sa4S97M-uM,"Judool sama Pinjol jg di Fikir Boss,,sudah sangat meresahkan",judool sama pinjol jg di fikir boss sudah sangat meresahkan
0Sa4S97M-uM,"Pinjol dan judol juga meresahkan, blokir tuh",pinjol dan judol juga meresahkan blokir tuh
0Sa4S97M-uM,"Puas banget yaa Allah,meskipun baru anak di bawah umur❤",puas banget yaa allah meskipun baru anak di bawah umur
0Sa4S97M-uM,Terima kasih bu menteri🎉,terima kasih bu menteri
0Sa4S97M-uM,Setuju pembatasan tsb utk melindungi pertumbuhan mentalitas anak2,setuju pembatasan tsb utk melindungi pertumbuhan mentalitas anak2
0Sa4S97M-uM,Puji Tuhan ...,puji tuhan
0Sa4S97M-uM,Judol pinjol masih sangat meresahkan,judol pinjol masih sangat meresahkan
0Sa4S97M-uM,"Hahahaha dah mayan lah tapi JUDOL tuh meraja lela.... di biarin aja, hal yg besar masalah judol napa gak segera di tangani. Apa gak mampu tutup semua JUDOL? Atau ada dapet upeti dari JUDOL",hahahaha dah mayan lah tapi judol tuh meraja lela di biarin aja hal yg besar masalah judol napa gak segera di tangani apa gak mampu tutup semua judol atau ada dapet upeti dari judol
0Sa4S97M-uM,Perusak tiba2 jadi pelindung 😅,perusak tiba2 jadi pelindung
0Sa4S97M-uM,blokir judi online,blokir judi online
0Sa4S97M-uM,Hoaks bro 😂,hoaks bro
0Sa4S97M-uM,"Mentri komdigi dulu mentri judol, entah yg sekarang, mungkin sama juga.",mentri komdigi dulu mentri judol entah yg sekarang mungkin sama juga
0Sa4S97M-uM,jodol blokir tuh. iklan dmn aman2 aja gmn sih anda,jodol blokir tuh iklan dmn aman2 aja gmn sih anda
0Sa4S97M-uM,"bagus, harus tegas ATURANNYA.. karena sejauh ini yg toxic di dunia maya itu anak di bawah UMUR. bahasanya kotor dan ga ada isinya. terlihat sekali seperti kgk punya wawasan. pantas indonesia di cap iq 78.. ya krna mayoritas yang bkin persentasenya naik ya anak di bawah umur.",bagus harus tegas aturannya karena sejauh ini yg toxic di dunia maya itu anak di bawah umur bahasanya kotor dan ga ada isinya terlihat sekali seperti kgk punya wawasan pantas indonesia di cap iq 78 ya krna mayoritas yang bkin persentasenya naik ya anak di bawah umur
0Sa4S97M-uM,JUDOL gmn? Iklan berseliweran.. Masa ga lihat? Itu yg lebih merusak kan ya..,judol gmn iklan berseliweran masa ga lihat itu yg lebih merusak kan ya
0Sa4S97M-uM,Apakah ini seolah olah,apakah ini seolah olah
0Sa4S97M-uM,"Komdi taik,,,judol yg kau blokir,,,,",komdi taik judol yg kau blokir
0Sa4S97M-uM,"Sebenarnya ini pembodohan kepada generasi,, harusnya ada aplikasi yg perlu di blokir,  kebebasan berekspresi  untuk anak-anak genZ,,, blokir aja tuh pinjol dan judol",sebenarnya ini pembodohan kepada generasi harusnya ada aplikasi yg perlu di blokir kebebasan berekspresi untuk anak anak genz blokir aja tuh pinjol dan judol
0Sa4S97M-uM,yg jelas2 judol merusak n bnyk korban smua lpisan msyrkat jd korbannya kok gk ditindaklanjuti woyyy,yg jelas2 judol merusak n bnyk korban smua lpisan msyrkat jd korbannya kok gk ditindaklanjuti woyyy
0Sa4S97M-uM,Lah hp gua aman tik tok aman 😂,lah hp gua aman tik tok aman
0Sa4S97M-uM,yg punya alat judol juga komdigit,yg punya alat judol juga komdigit
0Sa4S97M-uM,"Usul ... Sekalian dibuat tim pengawas karena dampak medsos, game dan kegiatan online lain sangat mempengaruhi generasi ini.",usul sekalian dibuat tim pengawas karena dampak medsos game dan kegiatan online lain sangat mempengaruhi generasi ini
0Sa4S97M-uM,"Peraturan apaan ini, emang mau penjarah penuh 😅",peraturan apaan ini emang mau penjarah penuh
0Sa4S97M-uM,"Akhirnya pemerintah bikin kebijakan yang bener, Alhamdulilah, masih ada kabar baik dari pemerintah",akhirnya pemerintah bikin kebijakan yang bener alhamdulilah masih ada kabar baik dari pemerintah
0Sa4S97M-uM,Menteri ini baru nongol😂😂😂😂,menteri ini baru nongol
0Sa4S97M-uM,"Assalamualaikum,ya,, bagus itu, trus tindak lanjutnya pemberantasan judi online gmn ni,,setiap chenel YouTube live pasti di penuhi iklan judi online,ayo Bu Mentri Brantas lagi.",assalamualaikum ya bagus itu trus tindak lanjutnya pemberantasan judi online gmn ni setiap chenel youtube live pasti di penuhi iklan judi online ayo bu mentri brantas lagi
0Sa4S97M-uM,Judol bu masih kelayaban,judol bu masih kelayaban
0Sa4S97M-uM,Lain tibaheula ath bro,lain tibaheula ath bro
0Sa4S97M-uM,"Bodoh. Ini adalah tanggung jawab orang tua untuk mengawasi anaknya, bukan pemerintah. Selanjutnya yang terjadi adalah kita semua harus melalui proses age verification yg akan memanen data pribadi untuk dijual ke Amerika. Di saat negara2 lain menolak campur tangan pemerintah, kita malah Alhamdulillah.",bodoh ini adalah tanggung jawab orang tua untuk mengawasi anaknya bukan pemerintah selanjutnya yang terjadi adalah kita semua harus melalui proses age verification yg akan memanen data pribadi untuk dijual ke amerika di saat negara2 lain menolak campur tangan pemerintah kita malah alhamdulillah
0Sa4S97M-uM,Mantap ...komdigi....<br>Demi generasi bangsa..<br>Bangsa ini di lemah kan dgn berbagai cara oleh bangsa...,mantap komdigi demi generasi bangsa bangsa ini di lemah kan dgn berbagai cara oleh bangsa
0Sa4S97M-uM,mantap,mantap
0Sa4S97M-uM,"ingat ya ini cuman aturan masalah blokirmemblokir itu bukan urusan kami,kami juga membuat aturan biar ada yg melanggar tanpa pelanggaran ga ada kemasukan😂😂😂",ingat ya ini cuman aturan masalah blokirmemblokir itu bukan urusan kami kami juga membuat aturan biar ada yg melanggar tanpa pelanggaran ga ada kemasukan
0Sa4S97M-uM,Siap bu,siap bu
0Sa4S97M-uM,Knapa gak dari dulu bluk,knapa gak dari dulu bluk
0Sa4S97M-uM,"Gak mutu kebijakan tingkat RT cuk. Gini kalo emak2 jadi mentri, ngurusin hal2 receh",gak mutu kebijakan tingkat rt cuk gini kalo emak2 jadi mentri ngurusin hal2 receh
0Sa4S97M-uM,blokir tik tok,blokir tik tok
0Sa4S97M-uM,Jangan lah plis KUKRITIK KAU,jangan lah plis kukritik kau
0Sa4S97M-uM,"Betul sekali Ibu Menteri,. Supaya anak anak Indonesia menjadi anak yg bermoral, beraklak, berbudi pekerti,",betul sekali ibu menteri supaya anak anak indonesia menjadi anak yg bermoral beraklak berbudi pekerti
0Sa4S97M-uM,Harusnya dibawah 13thn,harusnya dibawah 13thn
0Sa4S97M-uM,Pinjol.judol noh urusin malah ngurusin yg lain...,pinjol judol noh urusin malah ngurusin yg lain
0Sa4S97M-uM,Pejabat juga perlu di batasi.. sering ngaco!!,pejabat juga perlu di batasi sering ngaco
0Sa4S97M-uM,Tidak setuju 😡 judol kagak di blokir 😡,tidak setuju judol kagak di blokir
0Sa4S97M-uM,Saya sebagai penonton YouTube diblok 😢,saya sebagai penonton youtube diblok
0Sa4S97M-uM,Stop judol nggak becus ah gayanya doang.<br>Yang nggak aman bagi rakyat sebenarnya karena pemerintah nggak becus memblokir judol,stop judol nggak becus ah gayanya doang yang nggak aman bagi rakyat sebenarnya karena pemerintah nggak becus memblokir judol
0Sa4S97M-uM,"Kenapa wanita ini agar mudah dikendalikan oleh elite global, oligarki lokal. Orang2 jujur, lurus mana mau makanya tidak diberikan ruang atau jabatan.",kenapa wanita ini agar mudah dikendalikan oleh elite global oligarki lokal orang2 jujur lurus mana mau makanya tidak diberikan ruang atau jabatan
0Sa4S97M-uM,tar lg wfh sekolah daring aturan koplak gmna mau cerdas dr awal sudah d bodohi lebih parah dr penjajah belanda KOM ODGJ...,tar lg wfh sekolah daring aturan koplak gmna mau cerdas dr awal sudah d bodohi lebih parah dr penjajah belanda kom odgj
0Sa4S97M-uM,Cara kerjanya dimana?? Nyatanya semua aplikasi bisa di akses,cara kerjanya dimana nyatanya semua aplikasi bisa di akses
0Sa4S97M-uM,Pembodohan,pembodohan
0Sa4S97M-uM,alhamdulillah,alhamdulillah
p8p-sAq_hhI,"Koruptor woooiiiii ,!!!!!! Koruptor yg merugikan negara?? ¿¿",koruptor woooiiiii koruptor yg merugikan negara
p8p-sAq_hhI,"Udah telat woi pembatasannya, anak anak mah udah tau semua",udah telat woi pembatasannya anak anak mah udah tau semua
p8p-sAq_hhI,Kenapa sih buka HP HP kita yang minjemin orang aja ayah aku kok emang harus ya nggak boleh gitu hah kamu memang jadi emang kamu donatur emang kamu apa,kenapa sih buka hp hp kita yang minjemin orang aja ayah aku kok emang harus ya nggak boleh gitu hah kamu memang jadi emang kamu donatur emang kamu apa
p8p-sAq_hhI,Go terimo,go terimo
p8p-sAq_hhI,❤❤ komdigi love,komdigi love
p8p-sAq_hhI,Asukamupemrinta🤬🤬🤬💔991,asukamupemrinta 991
p8p-sAq_hhI,belom di blokir kok,belom di blokir kok
p8p-sAq_hhI,"Buk, harus nya yang dibatasi itu cuma tiktok sama Facebook aja buk",buk harus nya yang dibatasi itu cuma tiktok sama facebook aja buk
p8p-sAq_hhI,urusin dulu juddy pak prabowo oh iya urusin juga tuh pembullyyan sama org megatif juga sama org yg ngehina agama urusin tuh mreka dlu ya pls baca di ad juga bleh😁😆,urusin dulu juddy pak prabowo oh iya urusin juga tuh pembullyyan sama org megatif juga sama org yg ngehina agama urusin tuh mreka dlu ya pls baca di ad juga bleh
p8p-sAq_hhI,So asik l kuda lumping banyak omong gj bgt,so asik l kuda lumping banyak omong gj bgt
p8p-sAq_hhI,Heh pemerintah lu itu gak usah deh banyak ngatur koruptor aja dibiarin kita anak-anak nggak kenapa sih kamu itu,heh pemerintah lu itu gak usah deh banyak ngatur koruptor aja dibiarin kita anak anak nggak kenapa sih kamu itu
p8p-sAq_hhI,Aquaman number Google assistant broccoli pro career i&#39;m going to be broken elsa and Anna baston aqua blue asado the puppet2026 companion antenna picture one 😭😭😭😭,aquaman number google assistant broccoli pro career i m going to be broken elsa and anna baston aqua blue asado the puppet2026 companion antenna picture one
p8p-sAq_hhI,Kayak yah kau sala deh soal yah sayah umur 10 tahun padahal sayah kelas 3 SD selamat tin gal pelang garan hp bai bai selm mat tigal 7 tahun lagi tirima kasi,kayak yah kau sala deh soal yah sayah umur 10 tahun padahal sayah kelas 3 sd selamat tin gal pelang garan hp bai bai selm mat tigal 7 tahun lagi tirima kasi
p8p-sAq_hhI,Sebelum mengatur kami atur dulu semua daerah bantu kek main atur atur rakyat🙄,sebelum mengatur kami atur dulu semua daerah bantu kek main atur atur rakyat
p8p-sAq_hhI,MANTAP 👍,mantap
p8p-sAq_hhI,mana gaada,mana gaada
p8p-sAq_hhI,Pikirin judol dulu oy,pikirin judol dulu oy
p8p-sAq_hhI,No!!!!!!!!!,no
p8p-sAq_hhI,kwkwkwkwk masih bisa cuy,kwkwkwkwk masih bisa cuy
p8p-sAq_hhI,"Terimakasih pemerintah sudah memikirkan sejauh ini, <br>walaupun hasilnya kecil kemungkinan.<br> ttp setidaknya pemerintah sudah mengambil bagian",terimakasih pemerintah sudah memikirkan sejauh ini walaupun hasilnya kecil kemungkinan ttp setidaknya pemerintah sudah mengambil bagian
p8p-sAq_hhI,Baguslah👍👍👍👍,baguslah
p8p-sAq_hhI,Dasar pmerintah bukan nya <br>Yang harus judol di blokir,dasar pmerintah bukan nya yang harus judol di blokir
p8p-sAq_hhI,saya sebagai Orang Tua sangat mendukung dan setujuh Langkah Pemerintah dalam menyikapi Penggunaan Hp untuk anak ❤️,saya sebagai orang tua sangat mendukung dan setujuh langkah pemerintah dalam menyikapi penggunaan hp untuk anak
p8p-sAq_hhI,Hoaks guys,hoaks guys
p8p-sAq_hhI,umurku 18 tahun lagi aku kerja SMP lulus anak pekerja terus,umurku 18 tahun lagi aku kerja smp lulus anak pekerja terus
p8p-sAq_hhI,Ini pasti gara Mukena pink😢😢. Teman gw Indonesia. Besok udah 28 Maret selamat tinggal orang Indonesia😢😢,ini pasti gara mukena pink teman gw indonesia besok udah 28 maret selamat tinggal orang indonesia
p8p-sAq_hhI,Tapi kan hp bisa belajar dan bisa buat informasi di Indonesia sekarang lagian aku gak make buat² macam macam kok jahat bgt sih 🤨 kok korup GK di batasi kenapaaa judi GK di batasi kenapa hah??. Lagian juga bocil harus punya hak untuk bermain hp nah klo covid kan harus pake hp Why is the government evil?. Klo Roblox bisa belajar bahasa inggris loh. Yang setuju like 👍,tapi kan hp bisa belajar dan bisa buat informasi di indonesia sekarang lagian aku gak make buat macam macam kok jahat bgt sih kok korup gk di batasi kenapaaa judi gk di batasi kenapa hah lagian juga bocil harus punya hak untuk bermain hp nah klo covid kan harus pake hp why is the government evil klo roblox bisa belajar bahasa inggris loh yang setuju like
p8p-sAq_hhI,Woi korupsi Karo Judi urong kok selesai nakap pe,woi korupsi karo judi urong kok selesai nakap pe
p8p-sAq_hhI,Pemerintah udh cewe sawit gak di urusin bikin banjir tau😡😡😡😊,pemerintah udh cewe sawit gak di urusin bikin banjir tau
p8p-sAq_hhI,Bagus bagus sekali juga masa pemerintahan 🤬🖕,bagus bagus sekali juga masa pemerintahan
p8p-sAq_hhI,"🤔 coba presiden nonton artis, siapa tunduk? 🤞😅",coba presiden nonton artis siapa tunduk
p8p-sAq_hhI,Judol noh diurusin banyak orang stres karena judol,judol noh diurusin banyak orang stres karena judol
p8p-sAq_hhI,Game jika berkaitan Dengan akun FB atau apapun akan diblokir Juga kan? Mengapa gak aja Judol yang diblokir? Anak juga butuh Hiburan,game jika berkaitan dengan akun fb atau apapun akan diblokir juga kan mengapa gak aja judol yang diblokir anak juga butuh hiburan
p8p-sAq_hhI,"Oh hell nah, ini pemerintah mau ngebungkam kami (rakyat) kah ceritanya?",oh hell nah ini pemerintah mau ngebungkam kami rakyat kah ceritanya
p8p-sAq_hhI,good🎉,good
p8p-sAq_hhI,Malah tambah setres atuhh anaknya klo di batasi,malah tambah setres atuhh anaknya klo di batasi
p8p-sAq_hhI,Bolongin peraturannya,bolongin peraturannya
p8p-sAq_hhI,Saya tidak setuju!,saya tidak setuju
p8p-sAq_hhI,Media sosial dilarang koruptor bebas🤬,media sosial dilarang koruptor bebas
p8p-sAq_hhI,iy judol di beresin tuh noh kawan kawan mari kita hujat komdigi ama president aneh prabowo,iy judol di beresin tuh noh kawan kawan mari kita hujat komdigi ama president aneh prabowo
p8p-sAq_hhI,Kenapa ff sama PUBG nggk juga? Pdhl itu game kekerasan yg ada tembakan tembakan nya dan malah rblx ada fitur parental terus juga kreatif bisa bikin game sendiri koding sendiri? PEMERINTAH INDONESIA PADA GK BENER mungkin gara gara Sule kecolongan 50 juta langsung maju pemerintah nya itu artis tapi pas yg kasus anak nyolong 19 juta buat PUBG GK maju pemerintah nya itu rakyat biasa bukan artis. URUSIN DULU TUH JUDI BUKAN GAME DULU! KALO GK BENER JDI PEMERINTAH GK USAH JADI PEMERINTAH. SAMA URUS DULU TUH PEMERINTAH YG KORUP. YANG SETUJU LIKE.,kenapa ff sama pubg nggk juga pdhl itu game kekerasan yg ada tembakan tembakan nya dan malah rblx ada fitur parental terus juga kreatif bisa bikin game sendiri koding sendiri pemerintah indonesia pada gk bener mungkin gara gara sule kecolongan 50 juta langsung maju pemerintah nya itu artis tapi pas yg kasus anak nyolong 19 juta buat pubg gk maju pemerintah nya itu rakyat biasa bukan artis urusin dulu tuh judi bukan game dulu kalo gk bener jdi pemerintah gk usah jadi pemerintah sama urus dulu tuh pemerintah yg korup yang setuju like
p8p-sAq_hhI,Emang lu siapa emang kamu yg lahirin kami sok sok ngatur hidup orang lu dancoo,emang lu siapa emang kamu yg lahirin kami sok sok ngatur hidup orang lu dancoo
p8p-sAq_hhI,Pemerintah makan duit rakyat uuuuuuu yang setuju sini,pemerintah makan duit rakyat uuuuuuu yang setuju sini
p8p-sAq_hhI,Saya umur nya sudah 20+ namun aturan ini sangat baik untuk anak anak,saya umur nya sudah 20 namun aturan ini sangat baik untuk anak anak
p8p-sAq_hhI,Mantab anak anak jadi pada rusak gara medsos walau ada yang baik tapi hanya 10 persen doang,mantab anak anak jadi pada rusak gara medsos walau ada yang baik tapi hanya 10 persen doang
p8p-sAq_hhI,Pemerintah so ngatur,pemerintah so ngatur
p8p-sAq_hhI,NO ROBLOX NO KORUPSI<br>NO ROBLOX NO JUDI<br>NO ROBLOX NO NGATUR<br>ROBLOX ROBLOX YES<br>KORUPSI KORUPSI NOO<br><br>PEMERINTAH GAK ADA AKHLAK BUKANNYA MENJAUHI HACKER ATAU MENINGKATKAN KE AMANAN TAMBAH DI BLOKIR GAK PUNYA OTAAAAK,no roblox no korupsi no roblox no judi no roblox no ngatur roblox roblox yes korupsi korupsi noo pemerintah gak ada akhlak bukannya menjauhi hacker atau meningkatkan ke amanan tambah di blokir gak punya otaaaak
p8p-sAq_hhI,kalau anak anak nya bikin akun usia nya di set 18 tahun bisa dong apalagi anak anak sekarang pintar percuma dong program pemerintah kecuali pas daftar akun pake ktp baru manjur,kalau anak anak nya bikin akun usia nya di set 18 tahun bisa dong apalagi anak anak sekarang pintar percuma dong program pemerintah kecuali pas daftar akun pake ktp baru manjur
p8p-sAq_hhI,dasar gila,dasar gila
p8p-sAq_hhI,"Kebijakan pembatasan sosial media untuk anak memang punya tujuan yang baik, seperti melindungi dari bullying, konten negatif, dan interaksi yang berbahaya. Tapi kalau diterapkan terlalu ketat, apalagi sampai membatasi akses secara menyeluruh, justru bisa berdampak kurang baik. Anak SMP sekarang banyak belajar dari internet, terutama dari platform seperti YouTube, jadi kalau semuanya dibatasi, mereka bisa kehilangan salah satu sumber belajar yang penting.<br><br>Masalah utama sebenarnya bukan di kontennya, tapi di interaksinya. Banyak kasus negatif di sosial media terjadi karena komentar, pesan pribadi, atau debat yang tidak sehat. Jadi daripada membatasi semuanya, akan lebih efektif kalau yang dikontrol adalah bagian interaksinya. Misalnya, anak tetap bisa mengakses konten dan belajar, tapi fitur seperti komentar atau DM dibatasi, kecuali untuk hal yang benar-benar bersifat edukatif dan tetap diawasi.<br><br>Selain itu, aturan seperti ini juga harus melihat kondisi di lapangan. Faktanya, masih banyak anak yang menggunakan akun orang tua atau memalsukan usia, jadi kalau hanya mengandalkan sistem, kebijakan ini bisa dengan mudah dilewati. Karena itu, selain aturan, perlu juga edukasi untuk orang tua dan anak agar penggunaan sosial media bisa lebih bijak. Dengan begitu, tujuannya tetap tercapai tanpa harus menghambat perkembangan anak.",kebijakan pembatasan sosial media untuk anak memang punya tujuan yang baik seperti melindungi dari bullying konten negatif dan interaksi yang berbahaya tapi kalau diterapkan terlalu ketat apalagi sampai membatasi akses secara menyeluruh justru bisa berdampak kurang baik anak smp sekarang banyak belajar dari internet terutama dari platform seperti youtube jadi kalau semuanya dibatasi mereka bisa kehilangan salah satu sumber belajar yang penting masalah utama sebenarnya bukan di kontennya tapi di interaksinya banyak kasus negatif di sosial media terjadi karena komentar pesan pribadi atau debat yang tidak sehat jadi daripada membatasi semuanya akan lebih efektif kalau yang dikontrol adalah bagian interaksinya misalnya anak tetap bisa mengakses konten dan belajar tapi fitur seperti komentar atau dm dibatasi kecuali untuk hal yang benar benar bersifat edukatif dan tetap diawasi selain itu aturan seperti ini juga harus melihat kondisi di lapangan faktanya masih banyak anak yang menggunakan akun orang tua atau memalsukan usia jadi kalau hanya mengandalkan sistem kebijakan ini bisa dengan mudah dilewati karena itu selain aturan perlu juga edukasi untuk orang tua dan anak agar penggunaan sosial media bisa lebih bijak dengan begitu tujuannya tetap tercapai tanpa harus menghambat perkembangan anak
p8p-sAq_hhI,"1 titik 2 koma <br>Lu cantik kaya doma <br><br>Dari pada aturan gini mending batasi dulu pajak, korupsi, dan kok cuman satu pihak itu coba lu ada di posisi kita lu akan merasakan apa dampak bagi kita semua, ya setidaknya daripada seperti itu perketat aja  aturan nya atau seperti ini<br>Kita harus memisah kan duri dari ikan dengan daging nya bukan malah membung semuanya 🥺🥺",1 titik 2 koma lu cantik kaya doma dari pada aturan gini mending batasi dulu pajak korupsi dan kok cuman satu pihak itu coba lu ada di posisi kita lu akan merasakan apa dampak bagi kita semua ya setidaknya daripada seperti itu perketat aja aturan nya atau seperti ini kita harus memisah kan duri dari ikan dengan daging nya bukan malah membung semuanya
p8p-sAq_hhI,pemerintah jangan ikut campur ggak usah sok jadi pahlawan negri kalau MBG aj ada yamg keracunan dan minimal yang di batasi itu umur nya 5-9 tahun jangan sampai 16 kalau youtube kids gak di batasi emang kalian pikir kami anak anak,pemerintah jangan ikut campur ggak usah sok jadi pahlawan negri kalau mbg aj ada yamg keracunan dan minimal yang di batasi itu umur nya 5 9 tahun jangan sampai 16 kalau youtube kids gak di batasi emang kalian pikir kami anak anak
p8p-sAq_hhI,KOK KORUPSI GAK DI URUS GA ADIL BGT,kok korupsi gak di urus ga adil bgt
p8p-sAq_hhI,Pemerintah kayak mau korupsi selamanya,pemerintah kayak mau korupsi selamanya
p8p-sAq_hhI,Yaallah😭😭,yaallah
p8p-sAq_hhI,Jangan gitulah,jangan gitulah
p8p-sAq_hhI,Woy tenang roblox ga jadi di blokir,woy tenang roblox ga jadi di blokir
p8p-sAq_hhI,Hoax😂😂😂,hoax
p8p-sAq_hhI,Akun aku sebenarnya penipu harusnya akun aku itu 17 tahun bukan 8 tahun kepencet umurnya 16 tahun ke atas,akun aku sebenarnya penipu harusnya akun aku itu 17 tahun bukan 8 tahun kepencet umurnya 16 tahun ke atas
p8p-sAq_hhI,Halah nyocot 😂😂,halah nyocot
p8p-sAq_hhI,INI HOAXX,ini hoaxx
p8p-sAq_hhI,"Woi pemerintah, kenapa kalian begini<br><br><br>GILIRAN AKUN DI BAWAH 16 TAHUN, TAPI JUDOL, KORUPSI KAGAK DI NONAKTIFKAN, MENGAPA KALIAN DI BAYAR, CIH BILANG AJA DI NERAKA",woi pemerintah kenapa kalian begini giliran akun di bawah 16 tahun tapi judol korupsi kagak di nonaktifkan mengapa kalian di bayar cih bilang aja di neraka
p8p-sAq_hhI,"<a href=""https://www.youtube.com/watch?v=p8p-sAq_hhI&amp;t=105"">1:45</a> <b>&quot;langkah terbaik&quot;</b> 😹😹",langkah terbaik
p8p-sAq_hhI,Lalu kalohp itu monster kenapa orang tuangadi hp,lalu kalohp itu monster kenapa orang tuangadi hp
p8p-sAq_hhI,Bagaimana cara kita menonton kalau youtube di batasi<br><br>???!,bagaimana cara kita menonton kalau youtube di batasi
p8p-sAq_hhI,Secanggih apapun teknologi nya buat blokir akun dibawah 16 tahun tetep aja ke bobolan 🗿,secanggih apapun teknologi nya buat blokir akun dibawah 16 tahun tetep aja ke bobolan
p8p-sAq_hhI,Demo lagi g sih 🗿 <br><br><br>Yang setuju <br>                                           👇,demo lagi g sih yang setuju
p8p-sAq_hhI,Minimal blokir dulu judol ( dari dulu judol meresahkan) 🗿,minimal blokir dulu judol dari dulu judol meresahkan
p8p-sAq_hhI,Dasar asv pemerintah,dasar asv pemerintah
p8p-sAq_hhI,Fix demo,fix demo
p8p-sAq_hhI,Gak bisa main sosial,gak bisa main sosial
p8p-sAq_hhI,Anak dibawah 16 tahun kenapa diblokir 🤔 <br><br>Tapi judol dan korupsi tidak diberantas ☠️💀💀,anak dibawah 16 tahun kenapa diblokir tapi judol dan korupsi tidak diberantas
p8p-sAq_hhI,Itu boong😂😂,itu boong
p8p-sAq_hhI,Giliran judol gak dibatasi,giliran judol gak dibatasi
p8p-sAq_hhI,Mending kehilangan medsos ketimbang kehilangan masa depan,mending kehilangan medsos ketimbang kehilangan masa depan
p8p-sAq_hhI,"Assalamu&#39;alaikum 😔🙏<br><br>Pak buk, mohon maap, sebenar ny kita ini hanya iningin mencapai cita-cita kita yg sebagai youtuber,tiktokers, kenapa tidak blokir pinjol aja? Knp tidak blokir judi online aja? Kenapa harus akun medsos?, kami hanya ingin pemerintah tau soal ini😔, kami sebagai anak di bwh 16 thn ini hanya ingin mencapai cita² yg menjadi konten kreator, ngk semua ny yg menjadi, guru, polisi,Pramugari, ngk semua nya pak buk😫, kami mohon jangan di blokir akun kami buk pak, ini juga mempertunjukkan karya anak bangsa indonesia pak bukk, kami belajar mengonten sejak  dini dahulu pak buk, kami ini sedang belejar menjadi konten kreatorr, kami mohon pakk bukk mohon di batal kan pemblokiran nya yah pakk buk, kami mohonnn mohon mohon sangat😔😔🙏🙏 izin yah bapak ibuk<br><br>Assalamualaikum🙏😔",assalamu alaikum pak buk mohon maap sebenar ny kita ini hanya iningin mencapai cita cita kita yg sebagai youtuber tiktokers kenapa tidak blokir pinjol aja knp tidak blokir judi online aja kenapa harus akun medsos kami hanya ingin pemerintah tau soal ini kami sebagai anak di bwh 16 thn ini hanya ingin mencapai cita yg menjadi konten kreator ngk semua ny yg menjadi guru polisi pramugari ngk semua nya pak buk kami mohon jangan di blokir akun kami buk pak ini juga mempertunjukkan karya anak bangsa indonesia pak bukk kami belajar mengonten sejak dini dahulu pak buk kami ini sedang belejar menjadi konten kreatorr kami mohon pakk bukk mohon di batal kan pemblokiran nya yah pakk buk kami mohonnn mohon mohon sangat izin yah bapak ibuk assalamualaikum
p8p-sAq_hhI,Hoaks itu plis jangan,hoaks itu plis jangan
p8p-sAq_hhI,"Nyawit nih orang😒<br>Dahlah lahan buat kita main dibikin lahan pembangunan, sekarang hiburan kita satu²nya diblokir coba",nyawit nih orang dahlah lahan buat kita main dibikin lahan pembangunan sekarang hiburan kita satu nya diblokir coba
p8p-sAq_hhI,KLO g ad bocil sp yg rame in<br>Percuma lh para konten kreator pada sepi g ada penghasilan lagi. <br>JUDOL skrng jdi sponsor YT nohh  benerin dulu nohhh KLO udh rata in dulu koruptor ny.....,klo g ad bocil sp yg rame in percuma lh para konten kreator pada sepi g ada penghasilan lagi judol skrng jdi sponsor yt nohh benerin dulu nohhh klo udh rata in dulu koruptor ny
p8p-sAq_hhI,Jangan woi,jangan woi
p8p-sAq_hhI,Tulong woy nek youtube ojo!!!!!!,tulong woy nek youtube ojo
p8p-sAq_hhI,Indo jadi rusuh gara-gara berita ini,indo jadi rusuh gara gara berita ini
p8p-sAq_hhI,Keuangan thr tuh beresin dulu😡,keuangan thr tuh beresin dulu
p8p-sAq_hhI,Berita noh banned 😤,berita noh banned
p8p-sAq_hhI,Eh pemerintah kalian ngeban tiktok yutub Bakan Roblox kalian punya hari gak sih seharusnya kalian tidak ngeban  harus nya kalian ajarkan anak bukan ngeban game dasar pemerintah anj korupsi kalian,eh pemerintah kalian ngeban tiktok yutub bakan roblox kalian punya hari gak sih seharusnya kalian tidak ngeban harus nya kalian ajarkan anak bukan ngeban game dasar pemerintah anj korupsi kalian
p8p-sAq_hhI,WOY SINI LU MUKENA PINK GW HAJAR LO YG SETUJU KUMPUL SINI<br>👇🏻<br>👇🏻<br>👇🏻,woy sini lu mukena pink gw hajar lo yg setuju kumpul sini
p8p-sAq_hhI,Judi juga diberesin pemerintah koncet,judi juga diberesin pemerintah koncet
p8p-sAq_hhI,インドネシアのgemはgem studioで物理学を学ぶことができます,gem gem studio
p8p-sAq_hhI,Awas lu gua demo nanti lu,awas lu gua demo nanti lu
