video_id,comment,clean_comment,label
p8p-sAq_hhI,Bagus bagus sekali juga masa pemerintahan 🤬🖕,bagus bagus sekali juga masa pemerintahan,positive
p8p-sAq_hhI,Judol noh diurusin banyak orang stres karena judol,judol noh diurusin banyak orang stres karena judol,negative
p8p-sAq_hhI,Game jika berkaitan Dengan akun FB atau apapun akan diblokir Juga kan? Mengapa gak aja Judol yang diblokir? Anak juga butuh Hiburan,game jika berkaitan dengan akun fb atau apapun akan diblokir juga kan mengapa gak aja judol yang diblokir anak juga butuh hiburan,negative
p8p-sAq_hhI,"Oh hell nah, ini pemerintah mau ngebungkam kami (rakyat) kah ceritanya?",oh hell nah ini pemerintah mau ngebungkam kami rakyat kah ceritanya,negative
p8p-sAq_hhI,good🎉,good,positive
p8p-sAq_hhI,Malah tambah setres atuhh anaknya klo di batasi,malah tambah setres atuhh anaknya klo di batasi,negative
p8p-sAq_hhI,Saya tidak setuju!,saya tidak setuju,negative
p8p-sAq_hhI,Media sosial dilarang koruptor bebas🤬,media sosial dilarang koruptor bebas,neutral
p8p-sAq_hhI,iy judol di beresin tuh noh kawan kawan mari kita hujat komdigi ama president aneh prabowo,iy judol di beresin tuh noh kawan kawan mari kita hujat komdigi ama president aneh prabowo,negative
p8p-sAq_hhI,Kenapa ff sama PUBG nggk juga? Pdhl itu game kekerasan yg ada tembakan tembakan nya dan malah rblx ada fitur parental terus juga kreatif bisa bikin game sendiri koding sendiri? PEMERINTAH INDONESIA PADA GK BENER mungkin gara gara Sule kecolongan 50 juta langsung maju pemerintah nya itu artis tapi pas yg kasus anak nyolong 19 juta buat PUBG GK maju pemerintah nya itu rakyat biasa bukan artis. URUSIN DULU TUH JUDI BUKAN GAME DULU! KALO GK BENER JDI PEMERINTAH GK USAH JADI PEMERINTAH. SAMA URUS DULU TUH PEMERINTAH YG KORUP. YANG SETUJU LIKE.,kenapa ff sama pubg nggk juga pdhl itu game kekerasan yg ada tembakan tembakan nya dan malah rblx ada fitur parental terus juga kreatif bisa bikin game sendiri koding sendiri pemerintah indonesia pada gk bener mungkin gara gara sule kecolongan 50 juta langsung maju pemerintah nya itu artis tapi pas yg kasus anak nyolong 19 juta buat pubg gk maju pemerintah nya itu rakyat biasa bukan artis urusin dulu tuh judi bukan game dulu kalo gk bener jdi pemerintah gk usah jadi pemerintah sama urus dulu tuh pemerintah yg korup yang setuju like,negative
p8p-sAq_hhI,Emang lu siapa emang kamu yg lahirin kami sok sok ngatur hidup orang lu dancoo,emang lu siapa emang kamu yg lahirin kami sok sok ngatur hidup orang lu dancoo,negative
p8p-sAq_hhI,Saya umur nya sudah 20+ namun aturan ini sangat baik untuk anak anak,saya umur nya sudah 20 namun aturan ini sangat baik untuk anak anak,positive
p8p-sAq_hhI,Mantab anak anak jadi pada rusak gara medsos walau ada yang baik tapi hanya 10 persen doang,mantab anak anak jadi pada rusak gara medsos walau ada yang baik tapi hanya 10 persen doang,positive
p8p-sAq_hhI,Pemerintah so ngatur,pemerintah so ngatur,negative
p8p-sAq_hhI,NO ROBLOX NO KORUPSI<br>NO ROBLOX NO JUDI<br>NO ROBLOX NO NGATUR<br>ROBLOX ROBLOX YES<br>KORUPSI KORUPSI NOO<br><br>PEMERINTAH GAK ADA AKHLAK BUKANNYA MENJAUHI HACKER ATAU MENINGKATKAN KE AMANAN TAMBAH DI BLOKIR GAK PUNYA OTAAAAK,no roblox no korupsino roblox no judino roblox no ngaturroblox roblox yeskorupsi korupsi noopemerintah gak ada akhlak bukannya menjauhi hacker atau meningkatkan ke amanan tambah di blokir gak punya otaaaak,negative
p8p-sAq_hhI,kalau anak anak nya bikin akun usia nya di set 18 tahun bisa dong apalagi anak anak sekarang pintar percuma dong program pemerintah kecuali pas daftar akun pake ktp baru manjur,kalau anak anak nya bikin akun usia nya di set 18 tahun bisa dong apalagi anak anak sekarang pintar percuma dong program pemerintah kecuali pas daftar akun pake ktp baru manjur,negative
p8p-sAq_hhI,dasar gila,dasar gila,negative
p8p-sAq_hhI,"Kebijakan pembatasan sosial media untuk anak memang punya tujuan yang baik, seperti melindungi dari bullying, konten negatif, dan interaksi yang berbahaya. Tapi kalau diterapkan terlalu ketat, apalagi sampai membatasi akses secara menyeluruh, justru bisa berdampak kurang baik. Anak SMP sekarang banyak belajar dari internet, terutama dari platform seperti YouTube, jadi kalau semuanya dibatasi, mereka bisa kehilangan salah satu sumber belajar yang penting.<br><br>Masalah utama sebenarnya bukan di kontennya, tapi di interaksinya. Banyak kasus negatif di sosial media terjadi karena komentar, pesan pribadi, atau debat yang tidak sehat. Jadi daripada membatasi semuanya, akan lebih efektif kalau yang dikontrol adalah bagian interaksinya. Misalnya, anak tetap bisa mengakses konten dan belajar, tapi fitur seperti komentar atau DM dibatasi, kecuali untuk hal yang benar-benar bersifat edukatif dan tetap diawasi.<br><br>Selain itu, aturan seperti ini juga harus melihat kondisi di lapangan. Faktanya, masih banyak anak yang menggunakan akun orang tua atau memalsukan usia, jadi kalau hanya mengandalkan sistem, kebijakan ini bisa dengan mudah dilewati. Karena itu, selain aturan, perlu juga edukasi untuk orang tua dan anak agar penggunaan sosial media bisa lebih bijak. Dengan begitu, tujuannya tetap tercapai tanpa harus menghambat perkembangan anak.",kebijakan pembatasan sosial media untuk anak memang punya tujuan yang baik seperti melindungi dari bullying konten negatif dan interaksi yang berbahaya tapi kalau diterapkan terlalu ketat apalagi sampai membatasi akses secara menyeluruh justru bisa berdampak kurang baik anak smp sekarang banyak belajar dari internet terutama dari platform seperti youtube jadi kalau semuanya dibatasi mereka bisa kehilangan salah satu sumber belajar yang pentingmasalah utama sebenarnya bukan di kontennya tapi di interaksinya banyak kasus negatif di sosial media terjadi karena komentar pesan pribadi atau debat yang tidak sehat jadi daripada membatasi semuanya akan lebih efektif kalau yang dikontrol adalah bagian interaksinya misalnya anak tetap bisa mengakses konten dan belajar tapi fitur seperti komentar atau dm dibatasi kecuali untuk hal yang benarbenar bersifat edukatif dan tetap diawasiselain itu aturan seperti ini juga harus melihat kondisi di lapangan faktanya masih banyak anak yang menggunakan akun orang tua atau memalsukan usia jadi kalau hanya mengandalkan sistem kebijakan ini bisa dengan mudah dilewati karena itu selain aturan perlu juga edukasi untuk orang tua dan anak agar penggunaan sosial media bisa lebih bijak dengan begitu tujuannya tetap tercapai tanpa harus menghambat perkembangan anak,negative
p8p-sAq_hhI,"1 titik 2 koma <br>Lu cantik kaya doma <br><br>Dari pada aturan gini mending batasi dulu pajak, korupsi, dan kok cuman satu pihak itu coba lu ada di posisi kita lu akan merasakan apa dampak bagi kita semua, ya setidaknya daripada seperti itu perketat aja  aturan nya atau seperti ini<br>Kita harus memisah kan duri dari ikan dengan daging nya bukan malah membung semuanya 🥺🥺",1 titik 2 koma lu cantik kaya doma dari pada aturan gini mending batasi dulu pajak korupsi dan kok cuman satu pihak itu coba lu ada di posisi kita lu akan merasakan apa dampak bagi kita semua ya setidaknya daripada seperti itu perketat aja aturan nya atau seperti inikita harus memisah kan duri dari ikan dengan daging nya bukan malah membung semuanya,negative
p8p-sAq_hhI,pemerintah jangan ikut campur ggak usah sok jadi pahlawan negri kalau MBG aj ada yamg keracunan dan minimal yang di batasi itu umur nya 5-9 tahun jangan sampai 16 kalau youtube kids gak di batasi emang kalian pikir kami anak anak,pemerintah jangan ikut campur ggak usah sok jadi pahlawan negri kalau mbg aj ada yamg keracunan dan minimal yang di batasi itu umur nya 59 tahun jangan sampai 16 kalau youtube kids gak di batasi emang kalian pikir kami anak anak,negative
p8p-sAq_hhI,Yaallah😭😭,yaallah,negative
p8p-sAq_hhI,Jangan gitulah,jangan gitulah,negative
p8p-sAq_hhI,Halah nyocot 😂😂,halah nyocot,neutral
p8p-sAq_hhI,"Woi pemerintah, kenapa kalian begini<br><br><br>GILIRAN AKUN DI BAWAH 16 TAHUN, TAPI JUDOL, KORUPSI KAGAK DI NONAKTIFKAN, MENGAPA KALIAN DI BAYAR, CIH BILANG AJA DI NERAKA",woi pemerintah kenapa kalian beginigiliran akun di bawah 16 tahun tapi judol korupsi kagak di nonaktifkan mengapa kalian di bayar cih bilang aja di neraka,negative
p8p-sAq_hhI,"<a href=""https://www.youtube.com/watch?v=p8p-sAq_hhI&amp;t=105"">1:45</a> <b>&quot;langkah terbaik&quot;</b> 😹😹",langkah terbaik,positive
p8p-sAq_hhI,Secanggih apapun teknologi nya buat blokir akun dibawah 16 tahun tetep aja ke bobolan 🗿,secanggih apapun teknologi nya buat blokir akun dibawah 16 tahun tetep aja ke bobolan,negative
p8p-sAq_hhI,Demo lagi g sih 🗿 <br><br><br>Yang setuju <br>                                           👇,demo lagi g sih yang setuju,negative
p8p-sAq_hhI,Minimal blokir dulu judol ( dari dulu judol meresahkan) 🗿,minimal blokir dulu judol dari dulu judol meresahkan,neutral
p8p-sAq_hhI,Dasar asv pemerintah,dasar asv pemerintah,negative
p8p-sAq_hhI,Fix demo,fix demo,negative
p8p-sAq_hhI,Anak dibawah 16 tahun kenapa diblokir 🤔 <br><br>Tapi judol dan korupsi tidak diberantas ☠️💀💀,anak dibawah 16 tahun kenapa diblokir tapi judol dan korupsi tidak diberantas,neutral
p8p-sAq_hhI,Giliran judol gak dibatasi,giliran judol gak dibatasi,neutral
p8p-sAq_hhI,Mending kehilangan medsos ketimbang kehilangan masa depan,mending kehilangan medsos ketimbang kehilangan masa depan,positive
p8p-sAq_hhI,"Assalamu&#39;alaikum 😔🙏<br><br>Pak buk, mohon maap, sebenar ny kita ini hanya iningin mencapai cita-cita kita yg sebagai youtuber,tiktokers, kenapa tidak blokir pinjol aja? Knp tidak blokir judi online aja? Kenapa harus akun medsos?, kami hanya ingin pemerintah tau soal ini😔, kami sebagai anak di bwh 16 thn ini hanya ingin mencapai cita² yg menjadi konten kreator, ngk semua ny yg menjadi, guru, polisi,Pramugari, ngk semua nya pak buk😫, kami mohon jangan di blokir akun kami buk pak, ini juga mempertunjukkan karya anak bangsa indonesia pak bukk, kami belajar mengonten sejak  dini dahulu pak buk, kami ini sedang belejar menjadi konten kreatorr, kami mohon pakk bukk mohon di batal kan pemblokiran nya yah pakk buk, kami mohonnn mohon mohon sangat😔😔🙏🙏 izin yah bapak ibuk<br><br>Assalamualaikum🙏😔",assalamualaikum pak buk mohon maap sebenar ny kita ini hanya iningin mencapai citacita kita yg sebagai youtubertiktokers kenapa tidak blokir pinjol aja knp tidak blokir judi online aja kenapa harus akun medsos kami hanya ingin pemerintah tau soal ini kami sebagai anak di bwh 16 thn ini hanya ingin mencapai cita yg menjadi konten kreator ngk semua ny yg menjadi guru polisipramugari ngk semua nya pak buk kami mohon jangan di blokir akun kami buk pak ini juga mempertunjukkan karya anak bangsa indonesia pak bukk kami belajar mengonten sejak dini dahulu pak buk kami ini sedang belejar menjadi konten kreatorr kami mohon pakk bukk mohon di batal kan pemblokiran nya yah pakk buk kami mohonnn mohon mohon sangat izin yah bapak ibukassalamualaikum,negative
p8p-sAq_hhI,"Nyawit nih orang😒<br>Dahlah lahan buat kita main dibikin lahan pembangunan, sekarang hiburan kita satu²nya diblokir coba",nyawit nih orangdahlah lahan buat kita main dibikin lahan pembangunan sekarang hiburan kita satunya diblokir coba,negative
p8p-sAq_hhI,KLO g ad bocil sp yg rame in<br>Percuma lh para konten kreator pada sepi g ada penghasilan lagi. <br>JUDOL skrng jdi sponsor YT nohh  benerin dulu nohhh KLO udh rata in dulu koruptor ny.....,klo g ad bocil sp yg rame inpercuma lh para konten kreator pada sepi g ada penghasilan lagi judol skrng jdi sponsor yt nohh benerin dulu nohhh klo udh rata in dulu koruptor ny,negative
p8p-sAq_hhI,Jangan woi,jangan woi,negative
p8p-sAq_hhI,Indo jadi rusuh gara-gara berita ini,indo jadi rusuh garagara berita ini,neutral
p8p-sAq_hhI,Eh pemerintah kalian ngeban tiktok yutub Bakan Roblox kalian punya hari gak sih seharusnya kalian tidak ngeban  harus nya kalian ajarkan anak bukan ngeban game dasar pemerintah anj korupsi kalian,eh pemerintah kalian ngeban tiktok yutub bakan roblox kalian punya hari gak sih seharusnya kalian tidak ngeban harus nya kalian ajarkan anak bukan ngeban game dasar pemerintah anj korupsi kalian,negative
p8p-sAq_hhI,Judi juga diberesin pemerintah koncet,judi juga diberesin pemerintah koncet,positive
p8p-sAq_hhI,Awas lu gua demo nanti lu,awas lu gua demo nanti lu,negative
p8p-sAq_hhI,Emang ada masalah apasih anak anak,emang ada masalah apasih anak anak,neutral
p8p-sAq_hhI,terus korupsi ga diurusin kocak banget ah,terus korupsi ga diurusin kocak banget ah,neutral
p8p-sAq_hhI,Saya butuh hiburan 😭,saya butuh hiburan,negative
p8p-sAq_hhI,Pemerintah pemerintah kenapa dpr sama yang korupsi  gak di hentikan loh ya padahal roblox sama medsos lain gak salah apa apa yang salah itu dpr sama yang korupsi,pemerintah pemerintah kenapa dpr sama yang korupsi gak di hentikan loh ya padahal roblox sama medsos lain gak salah apa apa yang salah itu dpr sama yang korupsi,negative
OTk4HFU-xn8,"<i>Kenapa gw bilang ini percuma? Sebab yang namanya medsos tidak pernah cek KTP dll mulai dari pendaftaran akun baru (pembuatan awal), cuma minta Gmail, seperti Facebook, dan lainnya, jadi orang dengan mudahnya tinggal daftar aja pake Gmail, usia bisa dikarang di Gmail, tgl lahir, dll, dan anehnya menurut gw, walaupun pembatasan ini resmi diberlakukan, bagaimana cara pemerintah bisa tau bahwa yang pakai medsos bukan bocil di bawah umur, sebab gw buka aja di sini ya rahasianya, aplikasi Weelife juga bocil banyak yang pake tapi banyak yang nyamar jadi umur 18 tahun, terus ajak gandengan tangan dan pelukan sama gw di game, pas gw tanya umur brp, ternyata 14 thn. Malah ada yang 12. Lahh gw pacaran sama bocil ternyata. Itu sebabnya gw bilang percuma pemerintah mau membatasi bagaimana pun, sebab di game itu bisa nyamar jadi org dewasa dan bisa pelukan, ciuman bahkan di game.</i><br><br><i>bahkan saat gw ngetik tulisan ini, apps nya masih ada di HP gw.</i>",kenapa gw bilang ini percuma sebab yang namanya medsos tidak pernah cek ktp dll mulai dari pendaftaran akun baru pembuatan awal cuma minta gmail seperti facebook dan lainnya jadi orang dengan mudahnya tinggal daftar aja pake gmail usia bisa dikarang di gmail tgl lahir dll dan anehnya menurut gw walaupun pembatasan ini resmi diberlakukan bagaimana cara pemerintah bisa tau bahwa yang pakai medsos bukan bocil di bawah umur sebab gw buka aja di sini ya rahasianya aplikasi weelife juga bocil banyak yang pake tapi banyak yang nyamar jadi umur 18 tahun terus ajak gandengan tangan dan pelukan sama gw di game pas gw tanya umur brp ternyata 14 thn malah ada yang 12 lahh gw pacaran sama bocil ternyata itu sebabnya gw bilang percuma pemerintah mau membatasi bagaimana pun sebab di game itu bisa nyamar jadi org dewasa dan bisa pelukan ciuman bahkan di gamebahkan saat gw ngetik tulisan ini apps nya masih ada di hp gw,negative
OTk4HFU-xn8,Woy jangan block akun saya udah atur tgl lahir menjadi 1960,woy jangan block akun saya udah atur tgl lahir menjadi 1960,negative
OTk4HFU-xn8,Kalau larangan2 dari dulu pasti bakalan aman. Tinggal tergatung orang tuanya.,kalau larangan2 dari dulu pasti bakalan aman tinggal tergatung orang tuanya,negative
OTk4HFU-xn8,Itu lebih baik daripada jadi anak anak sdm rendah,itu lebih baik daripada jadi anak anak sdm rendah,positive
OTk4HFU-xn8,"Jika anak tersebut memiliki orang tua yang gaptek ilmu pengetahuan teknologi terutama bagi kalangan orang tua dari generasi X (1965-1980) yang memiliki anak tersebut yang lahir tahun 2011, 2012, 2013, 2014, 2015, sampai 2018 tetapi anak tersebut lebih melek terhadap ilmu pengetahuan teknologi terutama media sosial yang bisa dikembangkan secara kreativitas dan dijadikan sebagai sarana edukasi anak tersebut ke orang tuanya yang gaptek tenologi tetapi di batasi oleh pemerintah, bagaimana itu Meutia Hafid yang katanya ingin meningkatkan literasi media sosial bagi anak tersebut yang bisa mengembangkan kreativitas dalam bentuk konten kreator dan pengembangan kreatif maupun inovasi di gadjet dan laptop tetapi itu di batasi. Jadi negara kita tidak ingin mengembangkan karakter dan inovasi masyarakatnya tetapi dibatasi sebagai bentuk otoritanianisme ala soeharto dulu apalagi yang sekarang dijabat oleh anak mertua mya.",jika anak tersebut memiliki orang tua yang gaptek ilmu pengetahuan teknologi terutama bagi kalangan orang tua dari generasi x 19651980 yang memiliki anak tersebut yang lahir tahun 2011 2012 2013 2014 2015 sampai 2018 tetapi anak tersebut lebih melek terhadap ilmu pengetahuan teknologi terutama media sosial yang bisa dikembangkan secara kreativitas dan dijadikan sebagai sarana edukasi anak tersebut ke orang tuanya yang gaptek tenologi tetapi di batasi oleh pemerintah bagaimana itu meutia hafid yang katanya ingin meningkatkan literasi media sosial bagi anak tersebut yang bisa mengembangkan kreativitas dalam bentuk konten kreator dan pengembangan kreatif maupun inovasi di gadjet dan laptop tetapi itu di batasi jadi negara kita tidak ingin mengembangkan karakter dan inovasi masyarakatnya tetapi dibatasi sebagai bentuk otoritanianisme ala soeharto dulu apalagi yang sekarang dijabat oleh anak mertua mya,negative
OTk4HFU-xn8,Saya setuju bgt media sosial ini ditutup buat anak di bawah umur itu. Anak2 menjadi bodor karna sosmed ini.,saya setuju bgt media sosial ini ditutup buat anak di bawah umur itu anak2 menjadi bodor karna sosmed ini,positive
OTk4HFU-xn8,"Sudah bener, emang harus di stooop, judol, paylater, kecanduan game, attitude sosial, dll.. emang harus di stop dan dibatasiii<br><br>Klo bisa sampai 18thn .. dibatasinya, dan game&quot; yg besifat kekerasan",sudah bener emang harus di stooop judol paylater kecanduan game attitude sosial dll emang harus di stop dan dibatasiiiklo bisa sampai 18thn dibatasinya dan game yg besifat kekerasan,positive
OTk4HFU-xn8,"Baguss lahh, soalnya srlain berpikir kacau bnyk bocah-2 ky berasa orang penting/pejabat dan masih kecil udh pd pake kacamata min semua, mn tebel-2 pulak min nya, adek sy aja min 6 silinder 3 pdhl br kls 4 es&#39;de pulak",baguss lahh soalnya srlain berpikir kacau bnyk bocah2 ky berasa orang pentingpejabat dan masih kecil udh pd pake kacamata min semua mn tebel2 pulak min nya adek sy aja min 6 silinder 3 pdhl br kls 4 esde pulak,positive
OTk4HFU-xn8,Apapun kebijakannya pasti ada yg nyinyir.,apapun kebijakannya pasti ada yg nyinyir,neutral
OTk4HFU-xn8,ITU TERGANTUNG ORTUNYA. PERCUMA DILARANG KALO SI ORTU BIKININ AKUN. INTINYA JGN MELARANG ANAK BERMAIN GAME. BIARKAN MEREKA &amp; JGN GANGGU URUSAN GAME,itu tergantung ortunya percuma dilarang kalo si ortu bikinin akun intinya jgn melarang anak bermain game biarkan mereka jgn ganggu urusan game,negative
OTk4HFU-xn8,Kenapa polemik?? Stop sja... jgn d biarkan bebas...remaja sdh berani menumbuh nyawa..,kenapa polemik stop sja jgn d biarkan bebasremaja sdh berani menumbuh nyawa,positive
OTk4HFU-xn8,"Aturan ini harusnya menyeluruh termasuk di sekolah , guru harus memberi tugas2 sekolah harus lewat off lline perbanyak referensi  kepada buku, ,,,",aturan ini harusnya menyeluruh termasuk di sekolah guru harus memberi tugas2 sekolah harus lewat off lline perbanyak referensi kepada buku,positive
OTk4HFU-xn8,"Terlambat, tapi lebih baik daripada tidak sama sekali",terlambat tapi lebih baik daripada tidak sama sekali,positive
OTk4HFU-xn8,"Memang perlu. Jaman dulu saat info msih dominan TV &amp; media cetak, ortu masih gampang kontrol konten untuk anak. Jaman sekarang kadang ortu2 gaptek, kalah sama anak2 dlm penggunaan gadget. Padahal kadang psikologis anak belum siap menerima konten yg terlalu bebas.",memang perlu jaman dulu saat info msih dominan tv media cetak ortu masih gampang kontrol konten untuk anak jaman sekarang kadang ortu2 gaptek kalah sama anak2 dlm penggunaan gadget padahal kadang psikologis anak belum siap menerima konten yg terlalu bebas,positive
OTk4HFU-xn8,Sudah terlambat sudah banyak anak yg stres nga di kasih hp,sudah terlambat sudah banyak anak yg stres nga di kasih hp,negative
OTk4HFU-xn8,Gak usah dengerin polemik polemikan. Masyarakat otak waras pasti setuju klo hp buat orang yang udah umur 18 thn ke atas.,gak usah dengerin polemik polemikan masyarakat otak waras pasti setuju klo hp buat orang yang udah umur 18 thn ke atas,positive
OTk4HFU-xn8,Jangan kasih Hp sebelum anak masuk SMA ( Saya sangat setuju )jd tidak pakai di rumah atau sekolah<br>Namun orang tua juga harus beri contoh,jangan kasih hp sebelum anak masuk sma saya sangat setuju jd tidak pakai di rumah atau sekolahnamun orang tua juga harus beri contoh,positive
OTk4HFU-xn8,"Gw lebih setuju klo pembatasan umurnya itu di 9 tahun kebawah, krena sosmed di masa2 smp itu dibutuhin bgt, entah buat tugas disekolah, g smua yg ada di sosmed itu buruk kok msih ada hal positifnya, cuma cara pke anaknya aj yg harus diawasi, atau pemerintah bikin aplikasi parental controls yang di instal di hp ortu, jdi ortu bisa ngatur batas waktu bermain hp untuk anak, bisa pantau layar hp anak, bisa nyalain batasan konten buat anak, dll. <br>Ini pendapat gw ya🙏",gw lebih setuju klo pembatasan umurnya itu di 9 tahun kebawah krena sosmed di masa2 smp itu dibutuhin bgt entah buat tugas disekolah g smua yg ada di sosmed itu buruk kok msih ada hal positifnya cuma cara pke anaknya aj yg harus diawasi atau pemerintah bikin aplikasi parental controls yang di instal di hp ortu jdi ortu bisa ngatur batas waktu bermain hp untuk anak bisa pantau layar hp anak bisa nyalain batasan konten buat anak dll ini pendapat gw ya,negative
OTk4HFU-xn8,Ala teori media sosial bikin kecanduan sma kyk bir ganja to y masi dijual bebas anak2 masi bisa beli di indonesia. Mkny bnr kyk amerika iphone klo mw media sodial harus byr jdi anak kecil gk bisa main,ala teori media sosial bikin kecanduan sma kyk bir ganja to y masi dijual bebas anak2 masi bisa beli di indonesia mkny bnr kyk amerika iphone klo mw media sodial harus byr jdi anak kecil gk bisa main,negative
OTk4HFU-xn8,kalau memang diterapkan harusnya disosialisasikan terlebih dahulu kepada masyarakat setelah disetujui baru boleh,kalau memang diterapkan harusnya disosialisasikan terlebih dahulu kepada masyarakat setelah disetujui baru boleh,neutral
OTk4HFU-xn8,HP orang tua berikan kepada anak anak untuk tenangkan anak rewel😅😅😅,hp orang tua berikan kepada anak anak untuk tenangkan anak rewel,neutral
OTk4HFU-xn8,"Sebenar yg di kawatirkan itu bukan anak2nya,,,tp harusnya lbh ke attitude  pejabat negara ini yg bermasalah dan sdh sngt genting+ darurat siaga 4",sebenar yg di kawatirkan itu bukan anak2nyatp harusnya lbh ke attitude pejabat negara ini yg bermasalah dan sdh sngt genting darurat siaga 4,neutral
OTk4HFU-xn8,Kalau orang tuanya becus semuanya gk seperti ini dan anak2 nurut kepadanya.,kalau orang tuanya becus semuanya gk seperti ini dan anak2 nurut kepadanya,neutral
2YHfX7PzVNM,Jangan batasi akun saya banyak konten gta sama Hp,jangan batasi akun saya banyak konten gta sama hp,negative
2YHfX7PzVNM,Masalah nya yang di pake hp orang tua nya<br>Gak ngepek apa apa jika sebatas membatasi akses data pendaptaran akun mah.,masalah nya yang di pake hp orang tua nyagak ngepek apa apa jika sebatas membatasi akses data pendaptaran akun mah,negative
2YHfX7PzVNM,Bu mereka susah dipahami,bu mereka susah dipahami,neutral
2YHfX7PzVNM,Kenapa ga jelas kita bukan negara seperti eropa apa lah,kenapa ga jelas kita bukan negara seperti eropa apa lah,negative
2YHfX7PzVNM,"ban semua medsos kecuali CHATGPT , kenapa aku pengen itu ikut diban/dibatasi? oh ga papa mungkin karena alasan banyak orang (terutama di amerika) hampir ga bisa mikir sendiri karena AI bisa melakukan nya untuk mereka, alhasil banyak yg IQ nya turun. jadi mencari info akurat di medsos ga bisa, pada akhirnya cari info yg kemungkinan besar kurang akurat atau membuat lebih bingung  kalau ga dijelasin manual dgn google gemini dan CHATGPT. emang kenapa kan itu bukan medsos kan? Aduh......<br><br>kalau sampe cara langgar dan tahu usia mu pake verifikasi usia yg sama kayak di UK....aku pengen perang rasanya<br>yg banyak di negara luat pernah bilang tentang verifikasi usia itu: its not about the kids, its about control",ban semua medsos kecuali chatgpt kenapa aku pengen itu ikut dibandibatasi oh ga papa mungkin karena alasan banyak orang terutama di amerika hampir ga bisa mikir sendiri karena ai bisa melakukan nya untuk mereka alhasil banyak yg iq nya turun jadi mencari info akurat di medsos ga bisa pada akhirnya cari info yg kemungkinan besar kurang akurat atau membuat lebih bingung kalau ga dijelasin manual dgn google gemini dan chatgpt emang kenapa kan itu bukan medsos kan aduhkalau sampe cara langgar dan tahu usia mu pake verifikasi usia yg sama kayak di ukaku pengen perang rasanyayg banyak di negara luat pernah bilang tentang verifikasi usia itu its not about the kids its about control,positive
